nommun,estado,region,id_poligon,codigo_uni,eventos,inm_30km,inm_in_gri,inm_in_est,eventos_ed,eventos_gr,sc_30km,promedio_s,sc_estado,geometry,distancia_metros,distancia_km,max_vul2r1_normalized,max_vul2r2_normalized,max_vul2r3_normalized,max_vul2r4_normalized,inm_30km_adjusted,log_eventos_per_inm_30km,norm_log_eventos_per_inm_30km,latitud
"Juchitan de Zaragoza, Oaxaca",Oaxaca,Sur,PG1376,S-PG1376-7,2625,1,1,4,8835,4326,2,1.571428571,16,POINT (-94.9118794582709 16.413329),432340,432.34,,,,,2,7.180450609,0.621958881,16.413329
"Union Juarez, Chiapas",Chiapas,Sur,PG1530,S-PG1530-10,2675,1,4,13,223058,113641,55,22.33333333,117,POINT (-92.0925428079992 15.07074175),5,0.005,,,,,2,7.199304863,0.623660167,15.07074175
"Cosamaloapan de Carpio, Veracruz",Veracruz,Golfo,PG1339,G-PG1339-3,3095,0,0,3,66430,3221,1,0.6,54,POINT (-95.9643574726842 18.28167395),570409,570.409,,,,,1,8.037866235,0.699326525,18.28167395
"Chiapa de Corzo, Chiapas",Chiapas,Sur,PG1493,S-PG1493-4,3578,1,1,13,223058,13987,7,4.75,117,POINT (-93.0115045 16.7075202),200289,200.289,,,,,2,7.489970899,0.649887992,16.7075202
"San Luis Potosi, San Luis Potosi",San Luis Potosi,Centro,PG1072,C-PG1072-1,4067,1,1,1,4072,4067,10,10,16,POINT (-100.9755186563027 22.154834238876298),1375500,1375.5,,,,,2,7.618005367,0.661440995,22.15483424
"Nogales, Sonora",Sonora,Pacifico,PG500,P-PG500-1,4084,0,0,2,31997,4084,6,6,28,POINT (-110.9450472 31.3285057),3148865,3148.865,0.13461184,0.216187337,0.116426702,0.080037309,1,8.315077007,0.724340234,31.3285057
"Moloacan, Veracruz",Veracruz,Golfo,PG1417,G-PG1417-4,4202,0,0,3,66430,4568,14,13.2,54,POINT (-94.2823290741812 17.9926405),386529,386.529,,,,,1,8.343553835,0.726909799,17.9926405
"Apodaca, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-6,4255,1,1,0,16985,6668,98,66.5,104,POINT (-100.1887501 25.7816542),1662304,1662.304,0.359376284,0.161190373,0.238663644,0.314555446,2,7.663172785,0.66551661,25.7816542
"Tepotzotlan, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-5,4934,0,1,1,9586,14894,11,91.23076923,,POINT (-99.2230683 19.7173392),1035941,1035.941,,,,,1,8.504107952,0.741397164,19.7173392
"Puebla, Puebla",Puebla,Centro,PG1223,C-PG1223-1,5069,1,1,2,5069,6051,39,39,43,POINT (-98.2069491554557 19.0384062279769),859778,859.778,0.518985922,0.556508494,0.382946695,0.593559499,2,7.838146135,0.681305075,19.03840623
"Galeana, Nuevo Leon",Nuevo Leon,Golfo,PG1115,G-PG1115-1,5394,0,0,0,16985,5395,0,0,104,POINT (-100.089346003726 24.8455905995639),1748364,1748.364,0.379994838,0.356433519,0.422588476,0.216791483,1,8.593227878,0.749438771,24.8455906
"Jesus Carranza, Veracruz",Veracruz,Golfo,PG1377,G-PG1377-1,5395,0,0,3,66430,5395,0,0,54,POINT (-94.9094973063052 17.38793115),621054,621.054,,,,,1,8.593413217,0.749455494,17.38793115
"Mexicali, Baja California",Baja California,Pacifico,PG268,P-PG268-2,5667,1,1,2,33879,5667,17,17,66,POINT (-115.474899 32.6405247),3888955,3888.955,0.229894106,0.185988814,0.196701467,0.073045121,2,7.949620834,0.691363831,32.6405247
"Iztapalapa, Ciudad de Mexico",Ciudad de Mexico,Centro,PG1146,C-PG1146-11,6091,1,1,0,8915,14894,134,91.23076923,,POINT (-99.0929294 19.3591195),972685,972.685,0.551465157,0.314784872,0.253617174,0.231836098,2,8.02174867,0.697872181,19.3591195
"Reynosa, Tamaulipas",Tamaulipas,Golfo,PG1233,G-PG1233-1,6339,0,0,3,10385,6389,10,10,46,POINT (-98.2788191 26.0907673),1646218,1646.218,0.432137861,0.450522378,0.385898836,0.19570105,1,8.754634047,0.76400302,26.0907673
"Emiliano Zapata, Tabasco",Tabasco,Sur,PG1572,G-PG1572-2,6555,0,2,3,290299,53905,0,19.33333333,43,POINT (-91.6397345576535 17.693626),88754,88.754,,,,,1,8.78813594,0.767026014,17.693626
"Jalapa, Tabasco",Tabasco,Sur,PG1495,G-PG1495-5,7564,0,1,3,290299,105212,3,2.833333333,43,POINT (-92.812012 17.721716),197573,197.573,,,,,1,8.931287626,0.779943097,17.721716
"Palenque, Chiapas",Chiapas,Sur,PG1572,S-PG1572-1,7730,2,2,13,223058,53905,24,19.33333333,117,POINT (-91.980922 17.509188),78219,78.219,,,,,3,7.854639876,0.682793363,17.509188
"Juarez, Chihuahua",Chihuahua,Centro,PG774,C-PG774-1,7964,1,1,3,10221,7964,31,31,39,POINT (-106.485655 31.7372575),2813804,2813.804,0.565722637,0.493832185,0.530702629,0.274074162,2,8.289790583,0.72205855,31.7372575
"Tacotalpa, Tabasco",Tabasco,Sur,PG1494,G-PG1494-4,9051,0,0,3,290299,18974,0,0.25,43,POINT (-92.8253388 17.5952197),213887,213.887,,,,,1,9.110741007,0.79613581,17.5952197
"Sayula de Aleman, Veracruz",Veracruz,Golfo,PG1378,G-PG1378-3,9311,0,1,3,66430,45773,25,15,54,POINT (-94.954397521018 17.74768255),467723,467.723,,,,,1,9.13905917,0.798691058,17.74768255
"Hermosillo, Sonora",Sonora,Pacifico,PG497,P-PG497-1,9823,1,1,2,31997,9823,12,12,28,POINT (-110.9692202 29.0948207),2867800,2867.8,0.474988253,0.494370494,0.543348932,0.276953985,2,8.499538256,0.740984825,29.0948207
"Teapa, Tabasco",Tabasco,Sur,PG1494,G-PG1494-3,9916,0,0,3,290299,18974,1,0.25,43,POINT (-92.9480504 17.5566526),228943,228.943,0.707066283,0.728432182,0.775099338,0.68767773,1,9.202005735,0.80437095,17.5566526
"Tuxtla Gutierrez, Chiapas",Chiapas,Sur,PG1493,S-PG1493-3,10266,1,1,13,223058,13987,7,4.75,117,POINT (-93.115959 16.753801),206014,206.014,0.48217711,0.647654092,0.353783691,0.34405313,2,8.543640361,0.744964314,16.753801
"Pijijiapan, Chiapas",Chiapas,Sur,PG1492,S-PG1492-2,11296,1,1,13,223058,11676,0,0,117,POINT (-93.2080195 15.6849991),174442,174.442,0.185056758,0.237194432,0.206203644,0.100773133,2,8.639233817,0.753590049,15.6849991
"Santa Ana, Sonora",Sonora,Pacifico,PG499,P-PG499-1,12357,0,0,2,31997,12357,0,0,28,POINT (-111.1184881 30.5410922),3039839,3039.839,0.452708444,0.443013468,0.531877753,0.306660249,1,9.422058906,0.824227125,30.5410922
"Huehuetan, Chiapas",Chiapas,Sur,PG1530,S-PG1530-5,14693,4,4,13,223058,113641,67,22.33333333,117,POINT (-92.4286697906319 15.0217164),43856,43.856,,,,,5,7.986028797,0.69464905,15.0217164
"Tuxtla Chico, Chiapas",Chiapas,Sur,PG1529,S-PG1529-3,19703,2,0,13,223058,49262,67,54.66666667,117,POINT (-92.1967524545976 14.8768619),1835,1.835,,,,,3,8.790066148,0.767200184,14.8768619
"Arriaga, Chiapas",Chiapas,Sur,PG1453,S-PG1453-1,19741,0,0,13,223058,19971,4,4,117,POINT (-93.9008414 16.2344709),273747,273.747,0.4346675,0.590729513,0.463615875,0.214045561,1,9.890503625,0.866496549,16.2344709
"Piedras Negras, Coahuila",Coahuila,Centro,PG1081,C-PG1081-3,21530,1,1,4,26155,21530,2,0.666666667,72,POINT (-100.5148362 28.7041725),2045841,2045.841,,,,,2,9.284148299,0.811782964,28.7041725
"Cardenas, Tabasco",Tabasco,Sur,PG1495,G-PG1495-1,23150,0,1,3,290299,105212,1,2.833333333,43,POINT (-93.3753314 17.990878),269891,269.891,,,,,1,10.04979326,0.880869816,17.990878
"Huixtla, Chiapas",Chiapas,Sur,PG1530,S-PG1530-4,23755,3,4,13,223058,113641,3,22.33333333,117,POINT (-92.5039970760447 15.122125),75780,75.78,,,,,4,8.689422324,0.758118736,15.122125
"Tijuana, Baja California",Baja California,Pacifico,PG190,P-PG190-2,27405,1,1,2,33879,28143,47,26,66,POINT (-117.019529 32.5317397),4085871,4085.871,0.569492224,0.495729495,0.615993599,0.192744869,2,9.525406554,0.833552549,32.5317397
"Suchiate, Chiapas",Chiapas,Sur,PG1529,S-PG1529-1,28203,0,0,13,223058,49262,30,54.66666667,117,POINT (-92.241963360953 14.6321744),4909,4.909,0.215619248,0.28635039,0.255583515,0.160160775,1,10.24721909,0.898684247,14.6321744
"Macuspana, Tabasco",Tabasco,Sur,PG1534,G-PG1534-2,31739,0,1,3,290299,33857,3,6.5,43,POINT (-92.596108 17.760922),177427,177.427,0.522699444,0.629330743,0.454858312,0.239930197,1,10.36533299,0.909342082,17.760922
"Acayucan, Veracruz",Veracruz,Golfo,PG1378,G-PG1378-4,36446,1,1,3,66430,45773,25,15,54,POINT (-94.9145752 17.9487862),448302,448.302,,,,,2,9.810494686,0.859277059,17.9487862
"Tenosique, Tabasco",Tabasco,Sur,PG1572,G-PG1572-3,39620,1,2,3,290299,53905,34,19.33333333,43,POINT (-91.4220212 17.4707129),42334,42.334,0.437745694,0.713051978,0.419242561,0.248657404,2,9.893992618,0.866811373,17.4707129
"Tapachula, Chiapas",Chiapas,Sur,PG1530,S-PG1530-8,70665,2,4,13,223058,113641,67,22.33333333,117,POINT (-92.2609265 14.9042905),15537,15.537,0.280688922,0.440924559,0.237571453,0.295620503,3,10.06713584,0.882434699,14.9042905
"Centro, Tabasco",Tabasco,Sur,PG1495,G-PG1495-6,74160,1,1,3,290299,105212,7,2.833333333,43,POINT (-92.7747911804616 18.0271588),224089,224.089,0.626950009,0.617321227,0.549094152,0.269827172,2,10.52085999,0.923375833,18.0271588
"Huimanguillo, Tabasco",Tabasco,Sur,PG1456,G-PG1456-1,86684,0,0,3,290299,86684,0,0,43,POINT (-93.6634408051158 17.7620967),325527,325.527,1,1,0.87775799,0.499600173,1,11.37003614,1,17.7620967
