folio,unidad,trim,ciudad,punto,turno,p1,p2,p3a,p3n,p4,p5,p5_1,p6,p6_1,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p9_4_1,p9_4_2,p9_4_3,p9_4_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_4c,p11_4t,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p12_12,p12_13_1,p12_13_2,p12_14,p13,p14,p14_1,p15,p16,p16_1,p16_2,p17,p18,p18_1,p18_1_1,p18_1_2_1,p18_1_2_2,p19,p20,p20_1c,p20_1u,p20_2,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p22_1e,p22_1l,p22_1u,p22_2e,p22_2l,p22_2u,p23_0_1,p23_0_2,p23_0_3,p23_0_4,p23_0_5,p23_1,p23_2,p24e,p24m,p24l,p24u,p25_0_1,p25_0_2,p25_0_3,p25_0_4,p25_1,p26,p26_1_1,p26_1_2,p26_1_3,p26_1_4,p26_1_5,p26_1_6,p26_1_7,p26_2,p27_1,p27_1_1,p27_2,p27_1_2,p27_3,p27_1_3,p27_4,p27_1_4,p28,p29,p30e,p30m,p30l,p30u,p30_1c,p30_1t,p30_3,p30_4,p31,p32,p33c,p33t,p33_1c,p33_1u,p33_1_1,p34e,p34m,p34l,p34u,p34_1,p34_1_1,p34_2,p34_2_1_1,p34_2_1_2,p34_2_1_3,p34_2_1_4,p34_2_1_5,p34_2_1_6,p34_2_2,p34_2_3_1,p34_2_3_2,p34_2_3_3,p34_3_0_1,p34_3_0_2,p34_3_0_3,p34_3_0_4,p34_3_1_1,p34_3_1_2,p34_3_1_3,p34_3_1_4,p34_4c,p34_4t,p34_5_1,p34_5_2,p34_5_3,p34_5_4,p34_5_5,p34_5_6,p34_5_7,p34_6,p34_7,p34_8,p34_9,p34_10_1,p34_10_2,p34_10_3,p34_10_4,p34_10_5,p34_10_6,p34_10_7,p34_10_8,p34_11,p34_12,p34_12_1,p34_13,p34_14,p35,p36,p37,p38,p39m,p39a,p40,p41,p42,p43,p44,p45,p45_1,p45_2,p46,p47,p48,p48_1,p49,p50,p50_1,p51c,p51t,p52,p52_1,p52_2,p52_3,nivel,oficio_mx,filtro,estrato,upm,ponfin3
709,12209,3,1,1,1,2,36,6,1,1,2,2,6,2,1,2,2,6,2,3,1,2,2,1,3,1,1,1,2,2,2,2,5,512,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,6,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,3,96,2,5,2,1,1705099,2,-15,-15,2,1,1,1,2,96,3,1,10000,2,7,1,2,2,2,2,2,7,70890001,2,7,71010001,2,2,2,2,2,2,-20,-20,7,7101,71010001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,99998,98,2,30,30003,300030001,2,4,1,2,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,6,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,1,1,34,1,1,888,8,1,1,-44,-44,2,0,1,1011,1011012209,296.639811849651
1708,12208,3,1,1,1,2,25,3,3,-1,2,2,6,2,5,2,1,4,99,99,99,1,2,1,1,1,1,1,2,2,2,2,6,607,99,2,6,607,99,-8,-8,-8,-8,-8,-8,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,3,2,1,2,2,5,2,1,9999999,2,-15,-15,1,2,0,-17,-17,-17,3,2,-19,-19,-19,1,2,2,2,2,2,99,999999999,99,99,999999999,99,1,1,2,2,2,-20,-20,99,99999,999999999,99,2,2,2,2,-21,1,1,2,2,2,2,2,2,1,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,20,2,99999,99,1,30,30193,301930001,2,4,1,3,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,10,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999999,2,-41,47,1,2,888,8,1,2,2,1,4,0,1,1011,1011012208,127.281621396482
2208,12208,3,1,1,1,1,27,2,1,1,2,2,6,2,1,1,-2,4,2,2,0,1,1,1,1,1,1,1,2,2,2,2,10,1014,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,7,6,200,4,2,111,1,2,1,2,2,5,2,1,9999999,2,-15,-15,1,1,1,3,-18,-18,3,1,1000,2,5,1,2,2,2,2,2,7,70400001,2,7,70750001,2,2,2,2,2,2,-20,-20,7,7106,999999998,98,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,3,2,10000,4,1,9,9014,999999999,99,4,1,4,1,2,1,2,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,8,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280270001,1,1,48,1,2,4,6,1,2,1,1,1,0,1,1011,1011012208,195.555395056825
3808,22208,3,1,1,1,1,24,3,2,-1,2,2,6,2,1,1,-2,2,0,2,0,2,1,1,1,1,0,1,2,2,2,2,6,601,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,1000,4,3,111,1,2,7,96,2,4,2,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,2,2,2,2,2,2,19,999999999,99,7,70090001,2,2,2,2,2,2,-20,-20,7,7009,70090001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,2500,4,2,5,5025,50250001,2,4,1,2,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,2,1,1,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,3,0,1,1011,1011022208,316.767416786263
5708,32208,3,1,1,1,1,27,5,1,1,2,2,6,2,5,1,-2,3,1,2,0,1,1,1,1,1,1,1,2,2,2,2,18,1806,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,5,200,4,2,111,2,2,1,96,2,5,2,1,1705016,2,-15,-15,1,1,1,3,-18,-18,3,2,-19,-19,-19,1,2,2,2,2,2,7,70170001,2,27,270040001,2,2,2,2,2,2,-20,-20,27,27004,270040001,2,2,2,2,2,-21,1,1,2,2,2,2,2,2,5,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,14,2,12000,4,1,30,30003,300030001,2,4,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,-31,-31,-31,-31,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,1,2016,1,2016,1,1,7,-37,-37,-37,-37,-37,1,50250001,2,-41,55,1,1,5,6,1,2,1,2,1,0,1,1011,1011032208,122.828182019163
5908,32208,3,1,1,1,1,19,6,1,1,2,2,6,2,6,2,2,12,1,10,1,6,2,1,0,1,0,2,2,2,2,2,10,1004,1,2,10,1004,1,-8,-8,-8,-8,-8,-8,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,150,4,2,111,2,2,2,96,2,5,2,1,1705099,2,-15,-15,2,0,-16,-16,-16,-16,0,2,-19,-19,-19,2,2,2,2,2,2,7,70650001,2,7,70780001,2,2,2,2,2,2,-20,-20,30,30193,301930001,2,2,2,2,2,-21,1,1,2,2,2,2,2,2,1,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,1,5,5000,4,1,30,30118,301180001,2,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,-31,-31,-31,-31,5,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,48,2,-42,5,6,1,2,1,2,2,0,1,1011,1011032208,122.828182019163
6208,32208,3,1,1,1,2,27,3,1,1,2,2,6,2,6,1,-2,2,0,2,0,1,1,1,0,3,1,1,2,2,2,2,4,421,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,3,2,1,2,1,5,2,1,1705016,2,-15,-15,1,0,-16,-16,-16,-16,3,1,12000,2,5,1,2,2,2,2,2,30,300110001,2,27,270040001,2,1,1,2,1,2,-20,-20,28,28022,999999998,98,1,1,1,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,6,2,4000,4,2,27,27012,999999998,98,4,1,4,2,2,2,2,2,2,2,-30,-30,-30,1,2,2,2,2,2,1,2,6,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999999,1,2,99,1,2,5,6,1,2,1,1,1,0,1,1011,1011032208,79.9454812077075
6908,32208,3,1,1,1,1,19,5,1,1,2,2,6,2,6,2,2,7,2,4,1,3,2,1,0,5,0,1,2,2,2,2,13,1326,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,2,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,3,2,1,2,2,5,2,1,1705099,2,-15,-15,2,0,-16,-16,-16,-16,1,2,-19,-19,-19,2,2,2,2,2,2,27,270040001,2,19,190390001,2,2,2,2,2,2,-20,-20,27,27004,270040001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,6,2,150,2,1,19,19039,190390001,2,4,1,3,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,7,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,48,1,1,8,6,1,2,1,1,1,0,1,1011,1011032208,122.828182019163
7209,52209,3,1,1,1,1,28,6,1,1,2,2,6,2,1,1,-2,5,2,2,1,1,1,1,1,1,1,1,2,2,2,2,8,801,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,712,2,2,2,2,2,2,2,2,2,8,6,1800,4,3,236,1,2,1,2,2,5,2,1,1705099,2,-15,-15,1,1,1,3,-18,-18,1,2,-19,-19,-19,1,2,2,2,2,2,30,300280037,2,27,270040001,2,2,2,2,2,2,-20,-20,30,30193,301930001,2,2,2,2,2,-21,1,2,1,2,2,2,2,2,6,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,2,1,5,5000,4,1,30,30118,301180001,2,4,1,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,2,2,2,-31,-31,-31,-31,8,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,1,1,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,20020001,1,3,22,1,1,5,6,1,2,1,2,2,0,1,1011,1011052209,213.333158243809
7609,62209,3,1,1,1,1,20,2,1,1,2,2,6,2,5,2,2,8,3,5,0,3,2,1,1,1,1,2,2,2,2,2,4,412,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,6,6,200,4,2,111,1,2,1,2,2,5,2,1,1705015,2,-15,-15,2,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,27,270040001,2,19,190390001,2,2,2,2,2,2,-20,-20,28,28032,280320001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,27,2,6000,4,1,28,28032,280320001,2,4,1,1,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,10,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,8,1,1,5,6,1,2,1,2,1,0,1,1011,1011062209,82.277251113315
7709,62209,3,1,1,1,1,36,2,1,1,2,2,6,2,6,2,2,8,4,4,0,6,2,1,0,1,1,1,2,2,2,2,4,412,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,1,611,2,2,2,2,2,2,2,2,2,6,6,200,4,2,111,2,2,2,1,2,5,2,1,1705015,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,1,2,2,2,27,270040001,2,19,190390001,2,2,2,2,2,2,-20,-20,19,19039,190390001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,26,2,8000,4,1,28,28032,280320001,2,4,1,2,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,22,1,1,6,6,1,2,1,2,1,0,1,1011,1011062209,82.277251113315
7809,62209,3,1,1,1,1,33,3,2,-1,2,2,6,2,5,1,-2,5,2,3,0,2,1,1,1,1,1,1,2,2,2,2,8,801,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1,2,1,96,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,1,2,2,2,2,7,70890001,2,19,190390001,2,2,2,2,2,2,-20,-20,19,19039,190390001,2,2,2,2,2,-21,1,1,1,2,2,2,2,2,1,1,2,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,5,2,30,2,10000,4,1,5,5025,50250001,2,8,1,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,2,2,2,-31,-31,-31,-31,15,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,4,2022,1,2022,3,1,5,-37,-37,-37,-37,-37,1,50250001,2,-41,48,1,2,5,6,1,2,1,2,3,0,1,1011,1011062209,82.277251113315
7909,62209,3,1,1,1,1,26,6,1,1,2,2,6,2,1,2,1,2,0,2,0,1,2,5,99,1,0,1,2,2,2,2,15,1509,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,6,6,120,4,2,111,3,2,1,2,2,5,2,1,1705099,2,-15,-15,1,1,0,-17,-17,-17,0,2,-19,-19,-19,1,2,2,2,2,2,27,270040001,2,19,190390001,2,2,2,2,2,2,-20,-20,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,2,-998,1,1011,1011062209,82.277251113315
8209,62209,3,1,1,1,1,21,1,2,-1,2,2,6,2,1,1,-2,3,0,3,0,3,2,1,1,1,1,1,2,2,1,2,8,801,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,712,2,2,2,2,2,2,2,2,2,8,6,2200,4,3,236,3,2,1,2,1,5,2,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,15,150240001,2,97,999999997,97,1,1,2,2,2,-20,-20,19,19039,999999999,99,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,1,19,19039,190390001,2,2,5,922,236,1,1,4,5,7000,4,2,5,5025,50250001,2,2,1,3,1,1,1,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,12,2,1,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999999,2,-41,48,1,2,888,8,1,2,1,1,3,3,1,1011,1011062209,82.277251113315
8309,62209,3,1,1,1,1,22,6,1,1,2,2,6,2,6,2,5,4,1,1,2,1,1,7,0,1,0,1,2,2,2,2,4,406,97,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,712,2,2,2,2,2,2,2,2,2,8,6,1300,4,3,236,2,2,1,2,2,5,2,1,1312047,2,-15,-15,2,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,1,2,2,24,240050001,2,15,150370009,2,1,1,2,2,2,-20,-20,15,15003,999999997,97,2,2,2,2,-21,1,2,2,2,2,2,1,2,5,2,-23,2,-24,2,-25,2,-26,2,1,15,15003,999999999,99,20,2,933,467,1,1,45,2,5000,4,1,5,5025,50250001,2,4,1,4,1,2,2,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,13,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,48,1,1,888,8,2,-43,1,2,2,7,1,1011,1011062209,82.277251113315
8409,62209,3,1,1,1,1,29,3,2,-1,2,2,3,2,6,1,-2,1,-3,-3,-3,-3,-3,3,0,3,1,1,1,1,1,2,6,603,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,263,6,2,2,2,2,2,2,2,2,12,7,3000,4,3,811,1,2,3,2,2,5,2,1,1705099,1,3,2,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70650001,2,30,300390001,2,2,2,2,2,2,-20,-20,28,28032,280320001,2,2,2,2,2,-21,1,2,1,2,2,2,2,2,6,1,2,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,5,1,5,5,3000,2,2,28,28032,280320001,2,2,1,2,1,1,1,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,26,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,-32,2,-33,5,2014,4,2014,1,2014,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,1,1011,1011062209,82.277251113315
8709,62209,3,1,1,1,1,19,3,3,-1,2,2,6,2,6,1,-2,1,-3,-3,-3,-3,-3,1,0,1,0,1,2,2,2,2,7,709,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,4,1,5,2,1,1705099,1,3,2,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,19,190390001,2,2,2,1,2,2,7,2,9,9014,90140001,2,1,2,2,2,6,1,2,1,2,2,2,2,2,1,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,2,10,2,99999,99,2,19,19039,190390001,2,4,2,3,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,2,1,2,2,2,1,2,8,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999998,2,-41,12,1,1,888,8,1,2,1,2,4,0,1,1011,1011062209,82.277251113315
8809,62209,3,1,1,1,1,26,6,1,1,2,2,6,2,1,1,-2,3,1,2,0,1,1,1,1,1,1,1,2,2,2,2,7,703,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,100,4,2,111,3,2,1,2,1,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,1,2,2,2,2,19,190390001,2,5,50300001,2,2,1,2,2,2,-20,-20,19,19039,190390001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,10,2,99999,99,2,5,5025,50250001,2,2,2,4,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,12,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,1,1,99,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,48,1,1,5,6,1,2,1,1,2,0,1,1011,1011062209,82.277251113315
8909,62209,3,1,1,1,1,20,3,3,-1,2,2,6,2,6,2,3,2,0,2,0,1,1,3,0,5,0,2,2,2,2,2,12,1201,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,250,4,2,111,2,2,1,2,2,5,2,1,1217001,2,-15,-15,2,0,-16,-16,-16,-16,6,2,-19,-19,-19,1,2,2,1,2,2,15,150130001,2,7,70890001,2,2,1,2,2,2,-20,-20,7,7089,70890001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,3,5,99999,99,2,27,27004,270040001,2,4,1,1,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,9,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,36,1,1,10,6,1,2,1,1,4,0,1,1011,1011062209,82.277251113315
9009,62209,3,1,1,1,1,24,6,1,1,2,2,6,2,1,1,-2,3,1,2,0,1,1,1,1,5,1,1,2,2,2,2,8,803,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,130,4,2,111,1,2,1,96,1,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,19,190390001,2,5,50170001,2,2,2,2,2,2,-20,-20,19,19039,190390001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,18,2,99999,99,2,5,5017,50170001,2,4,1,1,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,8,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,39,1,1,5,6,1,2,1,1,2,0,1,1011,1011062209,82.277251113315
9407,272207,3,1,1,1,1,26,6,1,1,2,2,6,2,1,1,-2,5,2,3,0,1,1,1,1,5,1,1,2,2,2,2,5,501,2,2,1,104,1,-8,-8,-8,-8,-8,-8,8,6,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,250,4,2,111,2,2,1,96,2,5,2,1,1217001,2,-15,-15,2,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,30,300030001,2,2,2,2,2,2,-20,-20,7,7009,70090001,2,2,2,2,2,-21,1,1,1,2,2,2,1,2,5,1,2,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,2,1,19,2,7500,4,1,20,20005,200050033,1,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,-31,-31,-31,-31,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,2,2018,1,2018,4,2018,0,-36,-36,-37,-37,-37,-37,-37,8,50250001,2,-41,48,1,1,3,6,2,-43,1,2,2,0,1,1011,1011272207,179.393792159567
10007,272207,3,1,1,1,1,20,3,1,1,2,2,4,2,6,2,2,5,1,4,0,2,2,1,0,1,0,1,2,2,2,2,16,1613,2,2,16,1613,2,-8,-8,-8,-8,-8,-8,777,7,1,-10,1,-12,631,2,2,2,2,2,2,2,2,2,9,7,4500,4,3,237,3,2,2,1,1,5,2,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,99,70890001,2,1,1,1,2,2,6,2,7,7089,70891037,1,2,1,2,2,8,1,1,1,2,2,2,1,2,2,1,2,1,1,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,10,2,400,2,2,98,99998,999999998,98,4,1,3,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,5,2,1,2,2,1,1,1,1,2,2,3,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,1,2022,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,97,2,-42,888,8,1,2,1,1,1,0,1,1011,1011272207,179.393792159567
