folio,trimestre,unidad,ciudad,punto,turno,p1,p2,p3a,p3n,p4,p5,p5_1,p6,p6_1,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p9_4_1,p9_4_2,p9_4_3,p9_4_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_4c,p11_4t,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p12_12,p12_13_1,p12_13_2,p12_14,p13,p14,p14_1,p15,p16,p16_1,p16_2,p17,p18,p18_1,p18_1_1,p18_1_2_1,p18_1_2_2,p19,p20,p20_1c,p20_1u,p20_2,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p22_1e,p22_1l,p22_1u,p22_2e,p22_2l,p22_2u,p23_0_1,p23_0_2,p23_0_3,p23_0_4,p23_0_5,p23_1,p23_2,p24e,p24m,p24l,p24u,p25_0_1,p25_0_2,p25_0_3,p25_0_4,p25_1,p26,p26_1_1,p26_1_2,p26_1_3,p26_1_4,p26_1_5,p26_1_6,p26_1_7,p26_2,p27_1,p27_1_1,p27_2,p27_1_2,p27_3,p27_1_3,p27_4,p27_1_4,p28,p29,p30e,p30m,p30l,p30u,p30_1c,p30_1t,p30_3,p30_4,p31,p32,p33c,p33t,p33_1c,p33_1u,p33_1_1,p34e,p34m,p34l,p34u,p34_1,p34_1_1,p34_2,p34_2_1_1,p34_2_1_2,p34_2_1_3,p34_2_1_4,p34_2_1_5,p34_2_1_6,p34_2_2,p34_2_3_1,p34_2_3_2,p34_2_3_3,p34_3_0_1,p34_3_0_2,p34_3_0_3,p34_3_0_4,p34_3_1_1,p34_3_1_2,p34_3_1_3,p34_3_1_4,p34_4c,p34_4t,p34_5_1,p34_5_2,p34_5_3,p34_5_4,p34_5_5,p34_5_6,p34_5_7,p34_6,p34_7,p34_8,p34_9,p34_10_1,p34_10_2,p34_10_3,p34_10_4,p34_10_5,p34_10_6,p34_10_7,p34_10_8,p34_11,p34_12,p34_12_1,p34_13,p34_14,p35,p36,p37,p38,p39m,p39a,p40,p41,p42,p43,p44,p45,p45_1,p45_2,p46,p47,p48,p48_1,p49,p50,p50_1,p51c,p51t,p52,p52_1,p52_2,p52_3,nivel,oficio_mx,filtro,estrato,upm,ponfin3
45310,4,242210,8,1,1,2,20,3,1,2,2,2,6,2,6,2,2,3,1,2,0,1,2,1,0,5,0,2,2,2,2,1,13,1310,99,1,13,1310,99,-8,-8,-8,-8,-8,-8,777,7,1,-10,1,-12,961,1,1,1,2,2,2,2,2,2,12,6,600,3,5,814,2,2,1,96,2,5,1,1,9999999,2,-15,-15,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,-998,1,8011,8011242210,66.087798
1211,4,22211,8,1,1,2,22,1,4,-1,2,2,3,2,6,2,2,9,2,7,0,5,2,1,0,1,0,1,2,1,2,1,1,136,99,1,1,136,99,-8,-8,-8,-8,-8,-8,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,3,2,1,96,1,5,1,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,4,1,15000,2,5,2,2,2,1,2,2,20,999999999,99,21,999999999,99,1,1,1,2,2,4,2,5,5030,999999999,99,2,2,1,2,6,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,22,2,15200,2,1,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,5,0,1,8011,8011022211,62.520559
41911,4,112211,8,1,1,1,20,2,3,-1,1,1,6,2,6,2,2,6,0,6,0,1,2,1,0,1,0,2,2,2,2,1,16,1601,99,1,16,1601,99,-8,-8,-8,-8,-8,-8,777,7,1,-10,1,-12,611,6,1,1,2,2,2,2,2,2,5,6,0,0,0,111,3,2,1,96,2,5,1,1,1420059,2,-15,-15,1,0,-16,-16,-16,-16,3,1,30000,3,8,1,2,1,2,2,2,21,999999999,99,8,80190001,2,1,1,2,2,2,-20,-20,21,21114,999999999,99,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,9,2,32300,3,2,8,8019,999999999,99,3,3,3,1,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,9,2,1,2,2,1,1,2,1,2,2,3,2,1,2,2,2,2,2,2,2,1,2,-32,1,4,0,-34,1,2022,10,2022,0,-36,-36,-37,-37,-37,-37,-37,1,89999999,1,2,12,1,2,3,6,1,2,1,1,4,0,1,8011,8011112211,49.322411
41311,4,112211,8,1,1,2,38,5,4,-1,2,2,6,2,6,1,-2,5,2,3,0,2,1,1,0,1,1,1,2,2,2,1,1,134,99,1,1,134,99,-8,-8,-8,-8,-8,-8,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,2,2,2,96,1,5,1,1,1312047,2,-15,-15,1,1,0,-17,-17,-17,4,2,-19,-19,-19,2,1,1,1,2,2,26,260300001,2,25,250060001,2,2,2,2,2,2,-20,-20,26,26030,999999999,99,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,20,2,20000,3,2,97,99997,999999997,97,8,1,2,1,2,2,2,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,8,2,2,2,1,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,2,1,2,-32,1,4,0,-34,0,-35,-35,-35,1,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,5,0,1,8011,8011112211,44.308864
42011,4,112211,8,1,1,2,29,2,3,-1,2,2,6,2,6,1,-2,1,-3,-3,-3,-3,-3,3,0,3,0,1,2,2,2,1,4,401,99,1,4,401,99,-8,-8,-8,-8,-8,-8,777,7,1,-10,1,-12,751,1,2,2,1,1,1,2,2,2,10,6,3000,3,5,312,3,2,3,96,2,5,1,1,9999999,2,-15,-15,1,0,-16,-16,-16,-16,3,1,999999,99,5,1,2,2,2,2,2,99,999999999,99,99,999999999,99,1,2,2,2,2,-20,-20,26,26055,999999999,99,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,8,2,999999,99,99,26,26043,999999999,99,6,1,4,1,2,2,1,1,1,3,-30,-30,-30,1,2,2,2,2,2,1,2,8,2,1,1,1,1,2,1,1,1,2,3,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,1,2022,9,2022,0,-36,-36,-37,-37,-37,-37,-37,3,260040001,1,2,32,1,1,777,7,1,2,1,2,4,0,1,8011,8011112211,44.308864
64011,4,172211,8,1,1,1,33,5,1,1,2,1,6,2,5,1,-2,5,3,2,0,1,1,1,1,1,1,1,2,2,2,1,21,9998,99,1,21,2101,99,-8,-8,-8,-8,-8,-8,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,3,2,1,2,1,5,1,1,1312047,1,2,2,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,97,999999997,97,97,999999997,97,1,1,2,2,2,-20,-20,7,7078,999999999,99,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,1,2,45000,3,1,10,99999,999999999,99,7,4,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,-31,-31,-31,-31,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,1,97,2,-37,-37,-37,-37,-37,1,999999997,2,-41,6,1,1,5,6,1,1,-44,-44,1,0,1,8011,8011172211,40.753687
64111,4,172211,8,1,1,1,35,6,1,1,2,2,6,2,5,1,-2,6,4,2,0,1,1,1,1,1,1,1,2,2,2,1,21,2107,99,1,21,2107,99,-8,-8,-8,-8,-8,-8,777,7,1,-10,1,-12,263,1,2,2,2,2,2,2,2,2,9,5,2000,3,5,811,2,2,1,96,1,5,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,3,1,35000,3,1,1,2,2,2,2,2,99,999999999,99,99,999999999,99,2,2,2,2,2,-20,-20,99,99999,999999999,99,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,22,2,30000,3,1,10,10005,999999999,99,4,1,3,1,2,2,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,2,2,1,2,1,1,1,2,1,2,2,3,2,1,2,2,2,2,2,1,2,1,2,-32,1,4,0,-34,1,2022,10,2022,0,-36,-36,-37,-37,-37,-37,-37,1,999999998,1,1,6,2,-42,3,6,1,2,1,2,2,0,1,8011,8011172211,40.753687
8411,4,32211,8,1,1,1,51,3,1,1,1,1,6,2,5,1,-2,12,4,8,0,1,1,0,1,1,1,1,2,2,2,1,4,410,99,1,4,406,99,-8,-8,-8,-8,-8,-8,5,6,1,-10,1,-12,611,6,2,2,2,2,2,2,2,2,15,6,40,3,2,111,2,2,2,96,1,5,1,1,1312047,2,-15,-15,2,2,0,-17,-17,-17,4,2,-19,-19,-19,2,2,2,1,2,2,97,999999997,97,97,999999997,97,2,1,2,2,2,-20,-20,7,99999,999999999,99,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,3,2,250,3,2,97,99997,999999997,97,3,1,4,1,2,2,2,1,1,2,-30,-30,-30,1,1,1,2,2,1,1,2,4,2,1,1,2,1,1,2,1,2,2,5,2,1,1,1,2,1,2,2,2,1,2,-32,2,-33,1,2022,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999997,2,-41,97,2,-42,3,6,2,-43,1,2,1,0,1,8011,8011032211,34.692882
8711,4,32211,8,1,1,1,36,6,1,1,2,2,6,2,6,1,-2,4,1,2,1,1,1,1,0,1,1,1,2,2,2,1,20,2004,99,1,20,2004,99,-8,-8,-8,-8,-8,-8,777,7,1,-10,1,-12,263,1,1,2,2,1,2,2,2,2,12,6,2000,3,5,468,3,2,1,96,2,5,1,1,1305024,2,-15,-15,2,0,-16,-16,-16,-16,3,1,130000,3,5,1,2,2,2,2,2,9,999999999,99,99,999999999,99,1,1,2,2,2,-20,-20,99,99999,999999999,99,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,8,2,130000,3,1,29,99999,999999999,99,8,2,4,1,2,2,2,2,1,2,-30,-30,-30,2,1,2,2,2,2,1,2,8,2,2,2,1,1,1,1,1,1,2,3,2,1,1,2,2,2,2,1,2,1,2,-32,2,-33,0,-34,1,2022,10,2022,0,-36,-36,-37,-37,-37,-37,-37,1,999999999,1,1,99,1,2,999,99,1,1,-44,-44,2,0,1,8011,8011032211,34.692882
9011,4,32211,8,1,1,1,44,2,1,1,2,2,3,2,6,1,-2,3,0,3,0,3,1,0,0,5,5,2,2,2,2,1,11,1107,99,4,-6,-6,-6,2,2004,999999999,99,-9,-9,5,6,1,-10,2,8,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,1,2,2,4,1,1,1217001,2,-15,-15,2,0,-16,-16,-16,-16,1,2,-19,-19,-19,1,2,2,2,2,2,7,999999999,99,2,999999998,98,2,2,2,2,2,-20,-20,15,99999,999999999,99,1,1,1,2,6,1,1,1,1,1,1,1,2,2,1,1,1,2,2,-25,2,-26,2,1,28,99999,999999999,99,1,3,933,461,3,1,8,5,999997,97,2,29,99999,999999999,99,5,1,5,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,8,2,1,2,1,1,1,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,2,-32,2,-33,999,2001,1,2001,3,2022,1,2,2,2,1,1,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,7, ,8011,8011032211,34.692882
76910,4,312210,1,4,1,1,31,6,1,1,2,2,6,2,1,1,-2,6,3,3,0,2,1,1,1,1,1,1,2,2,2,1,13,1311,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,2,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,96,2,5,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,71010001,2,9,90140001,2,2,2,2,2,2,-20,-20,8,8037,80370001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,1,5,10000,3,2,8,8037,80370001,2,4,1,2,1,1,1,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,20,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,80370001,2,-41,4,2,-42,4,6,1,2,1,1,2,0,1,1041,1041312210,8.651397
77210,4,312210,1,4,1,1,38,3,2,-1,2,2,6,2,1,1,-2,4,1,3,0,1,1,1,1,1,1,1,2,2,2,1,13,1302,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,4,2,5,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,2,2,2,2,2,2,7,70340001,2,7,70400001,2,1,1,2,2,2,-20,-20,7,7065,70650001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,1500,1,2,30,30003,300030001,2,3,1,2,1,1,1,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,48,1,2,888,8,1,1,-44,-44,3,0,1,1041,1041312210,8.651397
6510,4,42210,1,4,1,1,38,3,3,-1,2,2,6,2,1,1,-2,6,2,4,0,2,1,1,1,1,1,1,2,2,2,1,12,1206,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,2,4,2,5,1,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,1,2,-19,-19,-19,2,2,2,2,2,2,7,70400001,2,7,70650001,2,1,1,2,2,2,-20,-20,27,27004,270040001,2,2,2,2,2,-21,1,1,1,2,2,2,1,2,5,2,-23,2,-24,2,-25,2,-26,2,1,27,27004,270040001,2,15,2,922,236,1,1,28,2,2000,1,2,20,20025,200250001,1,3,1,3,1,1,1,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280220001,2,-41,36,1,2,888,8,2,-43,1,1,4,3,1,1041,1041042210,7.437853
6710,4,42210,1,4,1,1,28,3,3,-1,1,2,6,2,1,1,-2,4,1,3,0,1,1,1,1,1,1,1,2,2,2,1,14,1407,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,4,2,2,5,1,1,1305024,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,2,2,2,2,2,2,7,70650001,2,27,270030001,2,1,1,2,2,2,-20,-20,30,30003,300030001,2,2,2,2,2,-21,1,1,2,2,2,2,1,2,3,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,20,2,3500,1,2,21,21027,210270001,1,3,1,2,1,1,1,1,1,1,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,4,0,1,1041,1041042210,7.437853
6810,4,42210,1,4,1,1,42,6,1,1,2,2,6,2,1,1,-2,5,1,4,0,1,1,1,1,1,1,1,2,2,2,1,19,1909,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,4,2,5,1,1,1305024,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,2,2,2,2,2,2,7,70090001,2,7,70400001,2,1,1,2,2,2,-20,-20,27,27007,270070001,2,2,2,2,2,-21,1,1,1,1,1,2,1,2,1,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,2,0,1,1041,1041042210,7.437853
7110,4,42210,1,4,1,1,45,3,3,-1,2,2,6,2,1,1,-2,5,1,4,0,1,1,1,1,1,1,1,2,2,2,1,14,1413,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,2,4,2,5,1,1,1305024,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70400001,2,7,70190001,2,2,2,2,2,2,-20,-20,27,27004,270040001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,20,2,4000,1,1,30,30003,300030001,2,3,1,2,1,1,1,1,1,1,2,-30,-30,-30,1,2,2,2,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,1,3,35,1,1,888,8,1,2,1,1,4,0,1,1041,1041042210,7.437853
7210,4,42210,1,4,1,1,22,1,3,-1,2,2,6,2,6,2,2,8,3,5,0,2,2,1,0,1,0,1,2,2,2,1,14,1405,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,4,2,5,1,1,1305024,2,-15,-15,1,1,0,-17,-17,-17,0,2,-19,-19,-19,2,2,2,2,2,2,7,70400001,2,7,70650001,2,1,1,2,2,2,-20,-20,27,27002,270020001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,18,2,2500,1,2,30,30003,300030001,2,3,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,-31,-31,-31,-31,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,46,1,1,888,8,1,1,-44,-44,4,0,1,1041,1041042210,7.437853
7310,4,42210,1,4,1,1,38,3,2,-1,2,2,6,2,6,2,2,3,1,2,0,2,2,1,0,1,0,1,2,2,2,1,12,1227,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,4,2,5,1,1,1312047,2,-15,-15,1,3,0,-17,-17,-17,0,2,-19,-19,-19,2,2,2,2,2,2,7,70650001,2,7,70340001,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,-998,1,1041,1041042210,7.437853
7410,4,42210,1,4,1,1,30,2,2,-1,2,2,6,2,1,1,-2,5,1,4,0,1,1,1,1,1,1,1,2,2,2,1,22,2212,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,4,2,5,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70400001,2,7,70340001,2,1,1,2,2,2,-20,-20,27,27007,270070001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,19,2,3500,1,2,21,21063,210630001,1,3,1,2,1,2,1,1,1,1,2,-30,-30,-30,1,2,2,2,1,1,1,2,3,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,269999999,1,3,6,1,1,888,8,1,2,1,1,3,0,1,1041,1041042210,7.437853
7610,4,42210,1,4,1,1,35,3,2,-1,2,2,6,2,6,2,2,8,2,5,1,2,2,1,0,1,0,1,2,2,2,1,5,501,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,4,2,5,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,2,2,2,2,2,2,7,70650001,2,27,270020001,2,1,1,2,2,2,-20,-20,30,30011,300110001,2,2,2,2,2,-21,1,1,1,1,2,2,2,2,1,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,18,2,3500,1,2,19,19039,190390001,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,-31,-31,-31,-31,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,48,1,1,888,8,1,1,-44,-44,3,0,1,1041,1041042210,7.437853
8210,4,42210,1,4,1,1,22,3,3,-1,2,2,4,2,6,2,2,4,0,4,0,2,2,1,0,1,0,2,2,2,2,1,17,1707,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,2,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,96,2,5,1,1,1305024,2,-15,-15,2,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70190001,2,30,300390001,2,2,2,2,2,2,-20,-20,30,30039,300390001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,4000,1,2,30,30039,300390001,2,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,-31,-31,-31,-31,5,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280270001,2,-41,48,2,-42,6,6,2,-43,1,2,4,0,1,1041,1041042210,7.437853
