folio,unidad,trimestre,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,nivel,oficio_mx,filtro,estrato,upm,ponfin3
11111,12211,4,1,2,6,2,1,20,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,6,2,2,5,99,99,99,2,2,1,12,1215,2,2,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,1,96,0,1215013,1,1,2,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,2,1,1,3,6,8,1,888,5,6,6,-34,-34,-34,8,1,2005,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,712,1,2,2,2,2,2,2,2,2,8,6,2000,1,3,97,236,2,2,-45,2,1,3,1,2062,2062012211,43.5036405972981
11411,12211,4,1,2,6,2,2,39,2,1,2,1,2,2,2,1,1,96,2,2,2,2,2,-8,2,1,2,1,7,99,99,99,1,2,4,-12,-12,-12,-12,7,7102,71020018,1,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,3,96,0,1215013,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,71020018,1,7,7102,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0, ,2062,2062012211,44.5848116561677
11711,12211,4,1,2,6,2,2,24,1,1,2,1,2,4,4,1,1,96,4,2,2,2,1,1,2,1,2,1,6,99,99,99,1,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,1,3,0,1215013,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0, ,2062,2062012211,44.5848116561677
13011,12211,4,1,2,6,2,1,36,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,0,0,1,2,1,1,-9,4,99,99,99,1,1,1,12,1215,1,2,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,1,96,1,1215013,1,2,-20,-20,2,-22,99,1,4,-24,-24,-24,-24,2,-27,71020001,1,7,7102,2,1,2,1,1,10,6,8,1,888,10,6,6,-34,-34,-34,8,1,2000,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,71020001,1,7,7102,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,-998,1,2062,2062012211,43.5036405972981
14911,12211,4,1,2,6,2,2,32,1,1,1,-4,2,3,3,1,1,96,3,2,2,6,1,1,2,2,1,-9,4,3,1,0,1,1,4,-12,-12,-12,-12,7,7009,70090026,1,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,98,98,96,2,2,2,1,2,0,1215013,2,1,4,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,5,1,98,6,6,888,8,998,998,98,99,98,996,96,-35,-35,9998,98,9998,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,961,1,2,1,2,2,2,2,2,2,8,6,1500,1,3,98,814,2,2,-45,2,2,6, ,2062,2062012211,44.5848116561677
15410,22210,4,1,2,6,2,2,36,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,2,1,1,2,1,2,1,7,4,3,0,2,2,1,12,1215,1,1,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,3,2,2,1,2,0,1215013,1,1,1,3,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,71020001,1,7,7102,1,1,5,1,1,2,6,7,1,888,2,6,5,-34,-34,-34,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,-998,1,2062,2062022210,64.7620007721041
18011,12211,4,1,2,6,2,1,29,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,3,0,3,0,2,2,1,12,1219,1,1,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,2,0,1215013,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70150001,2,7,7015,2,1,1,1,1,3,6,20,2,888,3,6,98,98,21,2,20,2,2018,10,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70150001,2,7,7015,611,2,2,1,1,2,2,2,2,2,8,6,200,1,2,98,111,2,2,-45,2,3,1,1,2062,2062012211,43.5036405972981
20110,22210,4,1,2,6,2,1,17,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,6,2,2,5,1,3,1,2,2,1,12,1215,1,1,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,2,1,1215013,1,2,-20,-20,1,2,-23,2,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,2,1,1,1,6,1,5,888,998,98,2,-34,-34,-34,1,5,2021,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,922,2,2,1,1,2,2,2,2,2,8,6,1200,1,3,1,236,2,2,-45,2,2,3,1,2062,2062022210,16.8510768135571
23511,12211,4,1,2,6,2,1,52,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,1,1,1,2,5,1,-9,7,0,7,0,2,1,1,12,1215,1,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,3,2,2,1,96,0,1215013,1,1,1,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70150001,2,7,7015,2,1,2,1,1,1,5,10,1,888,1,5,6,-34,-34,-34,10,1,2022,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70150001,2,7,7015,712,1,2,2,2,2,2,2,2,2,10,6,200,1,2,1,236,2,2,-45,2,1,3,1,2062,2062012211,43.5036405972981
24111,12211,4,1,2,6,2,1,48,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,1,1,1,1,2,5,1,-9,4,99,99,99,1,1,1,12,1219,1,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1215013,1,1,1,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,2,1,1,1,6,8,1,888,1,6,6,-34,-34,-34,8,1,2021,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,712,1,2,1,2,2,2,2,2,2,8,6,250,1,2,1,236,2,2,-45,2,1,3,1,2062,2062012211,43.5036405972981
26011,12211,4,1,2,6,2,2,65,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,1,1,1,2,5,2,1,2,0,0,2,2,2,1,12,1215,1,1,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,2,0,1215013,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,71020001,1,7,7102,1,1,4,1,1,22,6,6,1,888,22,6,3,-34,-34,-34,6,1,2000,10,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,71020001,1,7,7102,951,6,-44,1,2,2,2,2,2,2,6,3,300,1,2,98,463,2,2,-45,2,1,5,1,2062,2062012211,44.5848116561677
26511,12211,4,1,2,6,2,1,42,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,6,1,-9,3,0,1,2,1,1,1,12,1215,1,1,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,2,0,1215013,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,2,1,1,20,6,8,1,888,20,6,7,-34,-34,-34,8,1,2002,10,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,922,2,2,1,2,2,2,2,2,2,8,7,200,1,2,1,236,2,2,-45,2,2,3,1,2062,2062012211,43.5036405972981
27011,12211,4,1,3,3,2,1,35,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,5,1,1,2,5,1,-9,5,3,2,0,1,1,1,13,1312,99,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70520001,2,7,7052,2,1,4,1,1,1,6,3,5,17,-33,-33,-33,2,3,5,3,5,2009,7,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70520001,2,7,7052,999,1,2,1,1,2,2,2,2,2,9,6,1500,1,4,1,999,2,2,-45,2,1,99,1,3032,3032012211,3.9174633405
27111,12211,4,1,3,3,2,1,22,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,6,2,2,6,3,3,0,2,2,1,13,1312,99,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,6,1,1,2,6,777,7,15,-33,-33,-33,2,3,5,3,5,2012,7,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,263,1,2,1,1,2,2,2,2,2,9,6,1200,1,3,1,811,2,2,-45,2,2,8,1,3032,3032012211,11.7523900215
27311,12211,4,1,3,3,2,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,4,1,1,2,1,1,-9,4,2,2,0,1,1,1,13,1312,99,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340053,1,7,7034,2,1,1,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0,1,3032,3032012211,3.9174633405
27411,12211,4,1,3,3,2,1,31,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,1,1,-9,6,3,3,0,1,1,1,13,1312,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,4,2,-29,-29,-29,4,5,10,-33,-33,-33,2,1,5,4,5,2017,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,611,2,2,1,1,2,2,2,2,2,8,6,240,1,4,1,111,2,2,-45,2,1,1,1,3032,3032012211,3.9174633405
27911,12211,4,1,3,3,2,1,53,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,0,0,2,2,1,1,-9,4,0,4,0,2,1,1,13,1312,1,1,-13,-13,-13,-13,1,-14,1,-16,611,3,1,2,2,2,2,2,2,8,6,0,0,0,111,2,-18,-18,1,2,2,2,96,0,1312047,1,1,1,1,-21,-21,-21,1,4,-24,-24,-24,-24,1,70870090,-26,1,7,7087,1,1,1,1,1,14,6,777,7,14,-33,-33,-33,1,1,6,7,5,2008,6,2022,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2,0,0,1,3032,3032012211,3.9174633405
28011,12211,4,1,3,3,2,2,23,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,3,-8,2,6,2,2,5,2,3,0,2,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,6,96,0,1312047,8,1,2,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,777,7,10,-33,-33,-33,3,4,5,3,2,2017,6,2022,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2,4,0, ,3032,3032012211,25.7444621064
28511,12211,4,1,3,3,2,1,18,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,6,2,2,7,3,4,0,3,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,1,2,4,-24,-24,-24,-24,2,-27,70340053,1,7,7034,2,1,2,1,1,999,99,3,5,21,-33,-33,-33,2,3,5,3,5,2019,7,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,922,1,2,1,1,2,2,2,2,2,9,6,180,1,2,1,236,2,2,-45,2,1,3,1,3032,3032012211,15.669853362
28611,12211,4,1,3,3,2,2,24,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,6,2,2,6,1,5,0,3,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,1,2,-23,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,1,1,5,1,1,2,6,777,7,2,-33,-33,-33,1,2,5,10,5,2020,1,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,961,1,2,1,1,2,2,2,2,2,12,6,1400,1,4,1,814,2,2,-45,2,1,6,1,3032,3032012211,17.1629747376
28711,12211,4,1,3,3,2,1,17,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,6,2,2,6,2,4,0,2,1,1,13,1312,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70340175,-26,1,7,7034,1,1,1,2,-29,-29,-29,2,5,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0,1,3032,3032012211,17.62858503225
28910,22210,4,1,2,6,2,2,15,1,1,1,-4,2,1,1,1,1,96,1,2,2,3,2,-8,2,6,2,2,10,1,9,0,5,2,1,12,1215,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,2,1215013,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70150001,2,7,7015,1,1,4,1,1,1,6,1,2,888,1,6,6,-34,-34,-34,2,2,2021,10,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70150001,2,7,7015,421,6,-44,2,2,2,2,2,2,2,7,7,300,1,3,1,461,2,2,-45,2,3,4,1,2062,2062022210,12.9523998545166
28911,12211,4,1,3,3,2,1,36,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,4,1,1,2,1,1,-9,4,1,3,0,1,1,1,13,1312,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,4,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0,1,3032,3032012211,47.009560086
29011,12211,4,1,3,3,2,1,31,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,4,1,1,2,1,1,-9,4,2,2,0,1,1,1,13,1312,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,3,2,-29,-29,-29,4,5,8,-33,-33,-33,1,1,5,4,5,2018,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,731,2,2,1,1,2,2,2,2,2,8,6,1600,1,4,1,337,2,2,-45,2,1,2,1,3032,3032012211,19.5873167025
29411,12211,4,1,3,3,2,1,43,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,5,1,1,2,2,1,-9,1,-10,-10,-10,-10,-10,1,99,9999,99,-13,-13,-13,-13,-13,1,-14,1,-16,611,2,1,2,2,2,2,2,2,8,6,60,3,2,111,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,1,1,4,-24,-24,-24,-24,1,70340198,-26,1,7,7034,2,1,1,1,1,11,6,5,5,11,-33,-33,-33,1,1,6,5,5,2011,9,2021,2,-37,2,-38,2,-39,2,-40,-40,1,1,70340198,-43,1,7,7034,611,2,2,1,1,2,2,2,2,2,8,6,200,1,2,1,111,2,2,-45,2,1,1,1,3032,3032012211,3.9174633405
29610,22210,4,1,2,6,2,2,76,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,4,1,-9,2,0,1,1,2,1,1,12,1215,1,1,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,2,0,1215013,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,4,1,1,5,6,8,1,888,5,6,2,-34,-34,-34,8,1,2017,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,951,6,-44,1,2,2,2,2,2,2,8,2,100,1,2,98,463,2,2,-45,2,1,5,1,2062,2062022210,27.0822910138587
29811,12211,4,1,3,3,2,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,6,2,2,6,3,3,0,2,1,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,1,2,-23,2,4,-24,-24,-24,-24,1,70340052,-26,1,7,7034,2,1,1,1,1,1,6,4,5,21,-33,-33,-33,2,2,5,4,5,2013,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7034,611,2,2,1,1,2,2,2,2,2,8,6,180,1,2,1,111,2,2,-45,2,1,1,1,3032,3032012211,3.9174633405
29911,12211,4,1,3,3,2,1,35,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,1,1,2,5,1,-9,6,3,3,0,2,1,1,13,1312,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,1,2,4,-24,-24,-24,-24,1,70340201,-26,1,7,7034,2,1,1,1,1,3,6,4,5,21,-33,-33,-33,2,2,5,4,5,2005,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70340201,-43,1,7,7034,611,2,2,1,1,2,2,2,2,2,9,6,180,1,2,1,111,2,2,-45,2,1,1,1,3032,3032012211,54.844486767
30011,12211,4,1,3,3,2,1,40,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,1,1,2,5,1,-9,6,3,3,0,2,1,1,13,1312,99,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,3,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,1,2,4,-24,-24,-24,-24,2,-27,70990001,1,7,7099,2,1,1,1,1,2,5,4,5,21,-33,-33,-33,2,2,5,4,5,2006,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70990001,1,7,7099,712,1,2,2,2,2,2,2,2,2,10,6,2000,1,3,1,236,2,2,-45,2,1,3,1,3032,3032012211,31.339706724
30110,22210,4,1,2,6,2,2,21,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,4,0,4,0,3,2,1,12,1215,1,1,-13,-13,-13,-13,2,4,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,2,0,1215013,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70150001,2,7,7015,2,1,4,1,1,3,6,8,1,888,3,6,5,-34,-34,-34,8,1,2018,10,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70150001,2,7,7015,951,1,2,1,2,2,2,2,2,2,8,5,170,1,2,98,465,2,2,-45,2,3,5,1,2062,2062022210,16.1904998181458
30111,12211,4,1,3,3,2,1,38,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,5,1,1,2,5,1,-9,5,3,2,0,1,1,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,1,2,4,-24,-24,-24,-24,2,-27,70340239,1,7,7034,2,1,4,1,1,3,6,8,1,888,3,6,6,-34,-34,-34,8,1,2013,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340239,1,7,7034,312,1,2,2,2,2,2,2,2,2,9,6,3000,1,4,1,461,2,2,-45,2,1,8,1,3032,3032012211,21.54604837275
30310,22210,4,1,2,6,2,2,18,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,1,3,2,-8,2,6,2,2,5,0,4,1,2,2,1,12,1215,2,1,-13,-13,-13,-13,2,4,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1215013,1,1,1,3,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,6,1,1,2,5,8,1,888,2,5,5,-34,-34,-34,8,1,2022,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,522,1,2,1,2,2,2,2,2,2,8,6,1000,1,3,1,814,2,2,-45,2,3,7,1,2062,2062022210,20.7238409668434
30611,12211,4,1,3,3,2,1,31,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,4,1,1,2,1,1,-9,6,3,3,0,2,1,1,13,1312,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,1,2,-29,-29,-29,4,5,2,-33,-33,-33,2,1,5,4,5,2022,5,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,611,2,2,1,1,2,2,2,2,2,8,6,230,1,2,1,111,2,2,-45,2,1,1,1,3032,3032012211,3.9174633405
