folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,filtro,estrato,upm,ponfin3
192308,42208,3,1,3,1,2,1,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,2,2022,3,1312047,1,2,-14,-14,2,2,-17,-17,-17,2,5,2,5,4,2,1,2,1,2,-19,70340001,2,7,7034,2,611,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,290,1,2,1,111,2,-24,-24,-24,-24,-24,-24,2,1,1,5,2,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,2,5,4,0,-43,2019,-998,1,-44,-44,-44,-44,13,1312,1312009,2,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012042208,8.91532176641232
191508,42208,3,1,3,1,2,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,2,2022,3,1312047,1,2,-14,-14,2,2,-17,-17,-17,2,5,2,5,5,2,1,2,1,2,-19,70990001,1,7,7099,2,611,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,250,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,3,2,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,3,3,-40,-40,-40,-40,2,5,4,0,-43,2021,5,1,-44,-44,-44,-44,13,1312,1312091,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012042208,7.00489501949642
187508,42208,3,1,3,1,2,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,1,4,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,3,2022,3,1312047,1,2,-14,-14,2,2,-17,-17,-17,3,5,3,5,1,3,2,2,1,2,-19,70340053,1,7,7034,2,722,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,1,2,12,6,1600,1,4,1,332,2,-24,-24,-24,-24,-24,-24,1,-29,3,3,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,3,3,-40,-40,-40,-40,3,5,4,0,-43,2018,13,1,-44,-44,-44,-44,13,1312,1312004,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012042208,7.13225741312986
182708,52208,3,1,3,2,3,1,44,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,2,1,1,2,1,1,-10,7,1,6,0,3,1,1,-12,-12,4,2022,0,1312047,1,1,1,-15,-15,2,-17,-17,-17,4,5,4,5,2,3,10,2,1,2,-19,70990001,1,7,7099,2,712,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,9,6,170,1,2,1,236,2,-24,-24,-24,-24,-24,-24,2,1,4,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,8,5,-40,-40,-40,-40,4,5,1,0,-43,2005,13,1,-44,-44,-44,-44,13,1309,1309003,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023052208,19.1656612318916
178508,52208,3,1,3,2,3,1,25,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,3,2022,3,1312047,1,2,-14,-14,2,2,-17,-17,-17,2,5,2,5,5,2,2,2,1,2,-19,70340001,2,7,7034,2,731,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1500,1,4,1,337,2,-24,-24,-24,-24,-24,-24,1,-29,3,3,2,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,3,3,-40,-40,-40,-40,2,5,4,0,-43,2019,-998,1,-44,-44,-44,-44,13,1304,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023052208,6.38855418003936
176708,52208,3,1,3,2,3,2,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,2,4,1,1,2,1,1,-10,4,1,3,0,2,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,3,5,3,5,4,2,2,2,1,2,-19,70300001,1,7,7030,2,961,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,8,6,1200,1,3,1,814,2,-24,-24,-24,-24,-24,-24,2,1,2,5,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,5,5,-40,-40,-40,-40,3,5,2,0,-43,2018,13,1,-44,-44,-44,-44,13,1306,1306010,1,1,-47,2,2,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023052208,8.04388811429936
175808,52208,3,1,3,2,3,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,2,2,-9,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,4,2022,3,1312047,1,2,-14,-14,2,2,-17,-17,-17,3,5,3,5,1,3,2,2,1,2,-19,70190001,2,7,7019,2,611,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,280,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,3,-40,-40,-40,-40,3,5,4,0,-43,2018,13,1,-44,-44,-44,-44,13,1312,1312068,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023052208,6.38855418003936
161308,42208,3,1,3,1,3,1,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,1,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,99,2021,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,10,1,10,1,2,2,2,3,1,2,-19,70340239,1,7,7034,2,712,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,99,6,15000,1,5,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,888,88,-39,8,5,6,-42,-42,-42,0,-43,2022,99,1,-44,-44,-44,-44,13,1304,1304041,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013042208,37.3323175155269
159508,42208,3,1,3,1,2,1,28,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,3,1,2,0,1,1,3,7,6,7,2022,0,1312047,2,1,2,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,1,2,-19,70340001,2,7,7034,1,761,6,-21,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,12,6,1200,1,3,1,327,2,-24,-24,-24,-24,-24,-24,1,-29,777,7,2,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,6,779,77,10,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7034,70340001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012042208,11.144152535072
150808,42208,3,1,3,1,3,1,45,1,1,1,1,-5,2,0,-7,-7,-7,2,1,1,0,0,1,2,1,1,-10,5,1,4,0,3,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,8,5,6,1,6,1,1,2,-19,70340001,2,7,7034,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,160,1,2,1,111,2,-24,-24,-24,-24,-24,-24,2,1,3,3,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,6,-40,-40,-40,-40,8,5,1,0,-43,2013,13,1,-44,-44,-44,-44,13,1312,1312056,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013042208,37.3323175155269
148808,42208,3,1,3,1,3,1,52,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,0,0,2,2,1,1,-10,6,1,5,0,3,1,1,-12,-12,2,2022,0,1312047,1,1,2,1,-16,2,-17,-17,-17,6,5,6,5,2,2,2,2,1,2,-19,70570001,2,7,7057,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,190,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,6,-40,-40,-40,-40,6,5,1,0,-43,2013,13,1,-44,-44,-44,-44,13,1311,1311154,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013042208,37.3323175155269
134608,42208,3,1,1,1,2,1,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,3,-9,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,7,2022,0,1217001,1,1,3,1,-16,2,-17,-17,-17,1,3,1,3,998,98,998,98,1,2,-19,70870001,2,7,7087,2,834,1,2,2,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,10,6,6500,1,4,1,484,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,4,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,1,3,-40,-40,-40,-40,1,3,48,0,-43,2014,13,1,-44,-44,-44,-44,9,920,920001,2,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1012,1012042208,15.1275411105731
86808,32208,3,1,3,2,3,1,44,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,0,0,2,2,1,1,-10,6,1,4,0,2,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,3,2,-17,-17,-17,4,5,4,5,1,2,1,2,1,2,-19,70990309,1,7,7099,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,180,1,2,1,111,2,-24,-24,-24,-24,-24,-24,2,1,3,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,7,5,-40,-40,-40,-40,4,5,1,0,-43,2011,13,1,-44,-44,-44,-44,13,1304,1304041,1,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023032208,5.4707652428679
82108,32208,3,1,3,2,3,1,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,98,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,1,2,1,3,1,2,-19,70780125,1,7,7078,2,411,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,300,1,2,1,999,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,5,5,-40,-40,-40,-40,5,5,998,0,-43,2021,99,1,-44,-44,-44,-44,4,401,9999999,99,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023032208,15.044605072
82008,32208,3,1,3,2,3,1,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,5,1,1,2,1,1,-10,5,1,4,0,2,1,1,-12,-12,98,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,7,5,5,2,1,3,1,2,-19,70190001,2,7,7019,1,713,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,12,4,0,0,0,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,5,5,-40,-40,-40,-40,5,5,999,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,1312023,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023032208,54.7076550451321
67908,32208,3,1,2,1,2,1,34,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,7,2022,0,1215013,1,1,2,2,-16,2,-17,-17,-17,4,2,4,2,999,99,999,99,1,2,-19,70890001,2,7,7089,2,922,2,2,2,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,4,250,1,2,3,236,2,-24,-24,-24,-24,-24,-24,1,-29,999,99,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,999,99,-40,-40,-40,-40,998,98,998,0,-43,9998,99,1,-44,-44,-44,-44,12,1211,1211006,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,2012,2012032208,28.1509594282156
46708,22208,3,1,2,3,3,1,65,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,1,3,1,1,2,1,1,-10,7,1,4,2,3,1,1,-12,-12,8,2022,0,1215013,1,1,1,-15,-15,2,-17,-17,-17,10,1,998,98,998,98,998,98,1,2,-19,70890001,2,7,7089,1,951,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,200,1,2,1,463,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,2033,2033022208,43.1146245697767
11108,12208,3,1,3,1,3,1,30,1,1,1,1,-5,1,0,-7,-7,-7,1,1,1,6,1,1,2,1,1,-10,4,1,3,0,1,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,7,5,1,3,1,5,1,2,-19,70340081,1,7,7034,1,611,1,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,5,2000,1,4,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,8,2,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1306,9999999,99,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013012208,58.0088835784954
4608,12208,3,1,3,1,3,1,30,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,5,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,7,1,6,1,1,3,1,5,1,2,-19,70340053,1,7,7034,2,411,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,6,2,300,1,2,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,6,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,998,98,2,-42,-42,-42,0,-43,2022,4,1,-44,-44,-44,-44,13,1312,1312100,1,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013012208,5.52465501823581
1239109,302209,3,1,3,2,3,1,34,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,4,1,1,2,1,1,-10,6,1,3,2,3,1,1,-12,-12,2,2022,0,1312047,1,1,2,2,-16,2,-17,-17,-17,7,5,7,5,2,2,2,2,1,2,-19,70340014,1,7,7034,1,264,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,2000,1,4,1,221,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,6,-40,-40,-40,-40,7,5,1,0,-43,2016,13,1,-44,-44,-44,-44,13,1302,1302005,1,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023302209,11.7444152705
1205809,292209,3,1,2,3,3,1,30,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,9,2022,0,1215013,1,1,2,1,-16,2,-17,-17,-17,8,1,8,1,999,99,999,99,1,2,-19,70890001,2,7,7089,2,712,1,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,2500,1,3,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,8,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,10,6,6,-42,-42,-42,0,-43,2012,13,1,-44,-44,-44,-44,12,1215,1215001,2,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,2033,2033292209,47.3899570230392
1196709,292209,3,1,2,3,3,1,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,0,0,2,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,9,2022,0,1215013,1,1,2,1,-16,2,-17,-17,-17,8,1,8,1,999,99,999,99,1,2,-19,70890001,2,7,7089,1,611,2,1,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,150,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,8,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,7,6,6,-42,-42,-42,0,-43,2015,13,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,2033,2033292209,47.3899570230392
1177709,292209,3,1,2,3,3,2,36,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,0,0,2,2,1,1,-10,4,1,3,0,1,1,1,-12,-12,9,2022,0,1215013,1,1,4,-15,-15,2,-17,-17,-17,12,1,11,1,11,1,1,1,1,2,-19,70150001,2,7,7015,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,2033,2033292209,49.7012162733566
1175209,272209,3,1,3,2,3,1,51,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,1,1,-10,6,1,4,1,3,1,1,-12,-12,1,2022,0,1312047,1,1,2,2,-16,2,-17,-17,-17,8,5,8,5,3,2,3,2,1,2,-19,70190001,2,7,7019,1,263,1,1,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,10,6,2000,1,4,1,811,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,8,1,6,-40,-40,-40,-40,10,5,3,0,-43,2013,13,1,-44,-44,-44,-44,13,1326,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023272209,5.4707652428679
1156109,282209,3,1,1,1,3,1,59,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,1,2,-9,2,1,1,-10,4,1,3,0,2,1,1,-12,-12,9,2022,2,1217001,1,1,1,-15,-15,2,-17,-17,-17,8,1,8,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,933,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,300,1,2,1,493,2,-24,-24,-24,-24,-24,-24,1,-29,16,1,5,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,5,6,6,-42,-42,-42,0,-43,2017,13,1,-44,-44,-44,-44,12,1216,1216001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1013,1013282209,20.153838986648
1154009,282209,3,1,1,1,3,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,1,1,-10,4,1,2,1,1,1,1,-12,-12,9,2022,1,1217001,1,1,2,1,-16,2,-17,-17,-17,8,1,8,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,951,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,350,1,2,1,463,2,-24,-24,-24,-24,-24,-24,1,-29,16,1,4,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,4,6,6,-42,-42,-42,0,-43,2018,13,1,-44,-44,-44,-44,12,1222,1222001,2,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1013,1013282209,20.153838986648
1148709,282209,3,1,1,1,3,1,46,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,3,-9,2,1,1,-10,4,1,3,0,1,1,1,-12,-12,9,2022,0,1217001,1,1,1,-15,-15,2,-17,-17,-17,9,1,9,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,834,1,1,2,2,1,1,1,1,2,-22,2,2,-23,2,2,2,2,9,6,8000,1,5,1,484,2,-24,-24,-24,-24,-24,-24,1,-29,18,1,7,6,2,-31,-31,-31,-31,1,2,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,7,6,6,-42,-42,-42,0,-43,2015,13,1,-44,-44,-44,-44,9,1212,1212052,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1013,1013282209,20.153838986648
1138009,282209,3,1,1,1,3,1,37,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,1,1,-10,5,1,3,1,1,1,1,-12,-12,9,2022,0,1217001,1,1,2,1,-16,2,-17,-17,-17,8,1,8,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,933,1,1,2,2,1,1,1,2,2,-22,2,2,-23,2,2,2,2,8,6,5000,1,5,1,493,2,-24,-24,-24,-24,-24,-24,1,-29,19,1,6,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,6,6,6,-42,-42,-42,0,-43,2016,13,1,-44,-44,-44,-44,12,1215,1215001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1013,1013282209,20.153838986648
1137809,282209,3,1,1,1,3,1,30,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,9,2022,2,1217001,1,1,2,1,-16,2,-17,-17,-17,8,1,8,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,712,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,250,1,2,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,18,1,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,3,6,6,-42,-42,-42,0,-43,2019,-998,1,-44,-44,-44,-44,12,1216,1216001,2,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1013,1013282209,20.153838986648
1129809,282209,3,1,3,2,2,1,46,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,6,1,3,2,1,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,5,6,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,263,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1700,1,4,1,811,2,-24,-24,-24,-24,-24,-24,1,-29,2,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,6,5,1,0,-43,2016,13,1,-44,-44,-44,-44,13,1311,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022282209,16.4122970368302
