folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,filtro,estrato,upm,ponfin3
766509,172209,3,1,3,1,2,1,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,9,2022,0,1312047,5,2,-14,-14,2,2,-17,-17,-17,15,2,999,99,15,2,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,5,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1311,1311007,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012172209,22.2883037619175
644009,142209,3,1,3,1,2,1,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,9,2022,0,1312047,5,2,-14,-14,1,2,-17,-17,-17,1,3,999,99,999,99,1,3,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,5,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312034,1,1,-47,1,-49,611,111,1,2,2,1,2,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1, ,3012,3012142209,4.4576602290929
633409,142209,3,1,3,2,3,1,24,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,2,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,9,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,15,2,999,99,15,2,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,5,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,4,414,414001,2,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023142209,32.824592765434
580109,122209,3,1,3,2,2,1,31,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,1,2,-9,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,9,2022,0,1312047,5,2,-14,-14,1,2,-17,-17,-17,4,2,999,99,999,99,4,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,5,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1332,9999999,99,1,-47,2,2,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3022,3022122209,6.33114396708461
412709,82209,3,1,3,2,3,1,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,9,2022,0,1312047,5,2,-14,-14,4,2,-17,-17,-17,4,2,999,99,999,99,4,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,5,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1323,9999999,99,1,-47,2,2,-50,-50,-50,-50,-50,1,2,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1, ,3023,3023082209,10.9415304857358
347609,72209,3,1,3,1,2,1,31,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,9,2022,0,1312047,1,1,2,1,-16,2,-17,-17,-17,1,2,999,99,8,1,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,3,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1326,1326095,1,1,-47,2,2,-50,-50,-50,-50,-50,1,2,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,3012,3012072209,11.9315832398609
162809,32209,3,1,3,1,2,1,30,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,8,2022,0,1312047,5,2,-14,-14,2,2,-17,-17,-17,1,5,999,99,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,5,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312091,1,1,-47,1,-49,411,468,2,2,2,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012032209,4.59730163691814
59509,12209,3,1,3,2,2,1,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,2,-9,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,8,2022,0,1312047,6,2,-14,-14,1,2,-17,-17,-17,4,2,999,99,999,99,4,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,5,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1305,1305121,1,1,-47,1,-49,931,485,1,2,2,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,1, ,3022,3022012209,6.30323687878931
530407,302207,3,1,1,2,2,1,45,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,0,0,2,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,6,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,1,5,1,5,998,98,998,98,1,1,70030450,-20,1,7,7003,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,300,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,5,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2017,13,1,-44,-44,-44,-44,22,2204,2204001,2,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1022,1022302207,20.3917955895698
385907,272207,3,1,3,1,2,1,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,2,2,-9,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,7,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,2,3,2,3,5,1,5,1,1,1,70340452,-20,1,7,7034,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,250,1,2,1,111,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,2,3,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1304,1304050,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012272207,13.3729819955052
287707,242207,3,1,3,1,3,1,36,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,7,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,2,6,2,1,1,3,1,1,1,70971466,-20,1,7,7097,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,10,6,1200,1,3,1,111,2,-24,-24,-24,-24,-24,-24,2,1,2,2,3,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,888,88,-39,1,2,6,-42,-42,-42,0,-43,2019,-998,1,-44,-44,-44,-44,13,1312,1312034,1,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013242207,10.465812224
1121308,272208,3,1,3,2,2,1,20,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,1,2022,0,1312047,5,2,-14,-14,2,2,-17,-17,-17,8,5,7,5,1,3,2,3,1,1,70611320,-20,1,7,7061,2,611,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,2500,1,4,1,111,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,5,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1303,9999998,98,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3022,3022272208,21.8830622796981
1104208,262208,3,1,3,1,2,1,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,7,5,2,3,1,5,1,1,71071868,-20,1,7,7107,2,611,1,2,1,1,2,1,2,2,2,2,2,2,-23,2,2,2,2,10,6,1500,1,4,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,3,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312091,1,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012262208,6.68649099775261
915908,212208,3,1,3,2,3,1,20,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,2,-9,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,5,5,5,5,1,3,1,3,1,1,70060038,-20,1,7,7006,1,713,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,5,2500,1,4,1,238,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,6,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1302,1302121,1,1,-47,1,-49,531,621,2,2,2,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023212208,7.31205221777901
707408,162208,3,1,3,1,2,1,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,2,-9,1,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,5,5,4,5,2,5,2,2,1,1,70400419,-20,1,7,7040,1,610,1,2,2,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,6,6,1800,1,3,1,112,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,2,5,-40,-40,-40,-40,3,5,3,0,-43,2009,13,1,-44,-44,-44,-44,13,1312,1312100,1,1,-47,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,3012,3012162208,34.5852995273529
707308,162208,3,1,3,1,2,2,30,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,2,3,5,2,1,2,1,2,1,1,70270236,-20,1,7,7027,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,3012,3012162208,34.837341250619
705708,162208,3,1,3,1,2,2,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,5,1,1,1,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,3,5,2,5,1,5,1,2,1,1,70611160,-20,1,7,7061,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,3012,3012162208,34.837341250619
458108,102208,3,1,3,1,3,1,28,1,1,1,1,-5,2,0,-7,-7,-7,0,2,2,5,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,11,2021,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,10,5,9,5,1,3,5,2,1,1,70060044,-20,1,7,7006,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,5,99999,99,99,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,8,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,999,99,6,-42,-42,-42,0,-43,9999,99,1,-44,-44,-44,-44,13,1312,1312091,1,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013102208,23.6415228166685
153208,42208,3,1,3,1,2,1,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,8,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,1,5,1,6,1,999,99,1,1,70340052,-20,1,7,7034,2,611,2,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,6,6,250,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,999,99,6,-42,-42,-42,0,-43,9999,99,1,-44,-44,-44,-44,13,1312,1312091,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012042208,17.8306435328246
1242209,302209,3,1,3,2,3,1,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,5,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,9,2022,0,1312047,5,2,-14,-14,2,2,-17,-17,-17,1,5,999,99,999,99,999,99,1,1,71090262,-20,1,7,7109,1,998,1,2,1,1,1,2,2,2,2,2,2,2,-23,2,2,2,2,10,6,2800,1,4,1,999,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,2,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1319,1319001,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3023,3023302209,5.87220763524998
1237409,302209,3,1,3,2,3,1,30,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,999,99,7,5,2,3,999,99,1,1,999999999,-20,99,7,7034,1,612,6,-21,1,1,1,2,2,2,2,2,2,2,-23,2,2,2,2,10,6,3500,1,4,1,112,2,-24,-24,-24,-24,-24,-24,1,-29,999,99,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,2,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1310,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3023,3023302209,21.5314279959166
454209,102209,3,1,2,1,3,2,60,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,0,0,2,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,9,2022,2,1215013,97,1,2,-15,-15,2,-17,-17,-17,4,1,1,1,1,1,3,1,1,1,999999997,-20,97,7,7015,2,961,1,2,1,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,1,2,100,1,2,97,814,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,1,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,-998,3,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,2013,2013102209,26.1452394918488
169009,32209,3,1,3,1,2,1,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,5,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,8,1,8,1,4,2,1,3,1,1,70340112,-20,1,7,7034,2,612,1,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,2000,1,4,1,112,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,8,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,999,99,6,-42,-42,-42,0,-43,2022,99,1,-44,-44,-44,-44,13,1311,1311019,1,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012032209,13.7919049107544
609607,312207,3,1,1,1,3,1,24,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,1,-10,1,-11,-11,-11,-11,-11,3,3,6,6,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,777,7,777,7,998,98,998,98,1,2,-19,70870001,2,7,7087,2,531,1,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,12,7,4000,1,5,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,2,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,5,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7087,70870001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1013,1013312207,10.8332849944927
556007,302207,3,1,3,1,2,1,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,7,2021,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,1,6,1,6,2,2,1,3,1,2,-19,999999999,99,23,23003,1,962,1,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,12,6,1500,1,3,1,721,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,6,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012302207,100.013456261636
553607,302207,3,1,3,2,3,1,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,5,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,7,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,7,1,1,1,1,1,1,1,1,2,-19,70060038,1,7,7006,2,713,2,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,7,6,300,1,2,1,238,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,5,5,6,-42,-42,-42,0,-43,2022,2,1,-44,-44,-44,-44,13,1312,1312148,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023302207,19.0543847916464
547907,302207,3,1,3,1,2,1,32,2,1,2,1,-5,0,-6,-6,-6,-6,-6,2,2,2,2,-9,1,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,1,2022,0,1312047,5,2,-14,-14,2,1,99999,99,1,7,5,5,5,1,3,2,3,1,2,-19,71010001,2,7,7101,2,713,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,5,4,800,1,2,1,238,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,6,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,3012,3012302207,6.25084109811638
478107,292207,3,1,3,2,2,1,25,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,1,2021,0,1312047,1,2,-14,-14,2,1,99999,99,2,19,5,18,5,3,3,1,5,1,2,-19,70940001,2,7,7094,2,611,2,2,1,1,2,2,2,2,2,1,2,2,-23,2,2,2,2,8,5,200,1,2,1,111,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,19,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,6,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,12,1215,9999999,99,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022292207,5.4707652428679
