folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,filtro,estrato,upm,ponfin3
574609,3,162209,1,3,3,3,2,26,1,1,2,1,2,1,1,1,1,96,1,2,2,3,2,-8,2,5,2,1,4,2,2,0,1,2,4,-12,-12,-12,-12,7,7034,70340001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,2,2,2,99,96,0,1312047,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3033,3033162209,39.3306157727789
575109,3,162209,1,3,3,3,2,58,1,1,2,1,2,1,0,-6,-6,-6,-6,2,2,6,1,1,2,4,1,-9,3,0,3,0,2,2,4,-12,-12,-12,-12,7,7078,70780001,2,1,-14,2,6,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,3,2,2,99,96,0,1312047,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70780001,2,7,7078,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3033,3033162209,39.3306157727789
593608,3,202208,1,3,3,2,2,42,1,1,2,1,2,1,1,1,1,96,1,2,2,5,1,1,2,5,2,1,5,2,3,0,1,2,4,-12,-12,-12,-12,7,7007,70070104,1,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,6,96,0,1312047,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70070104,1,7,7007,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3032,3032202208,21.9487228824865
624809,3,172209,1,4,2,2,2,54,1,1,2,1,2,1,1,1,7,96,1,2,2,3,2,-8,2,6,1,-9,2,1,1,0,2,1,4,-12,-12,-12,-12,27,27017,270170001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,3,2,2,7,96,3,1705015,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,270170001,2,27,27017,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,4022,4022172209,76.0302158720178
640009,3,182209,1,3,2,2,1,57,1,1,2,1,2,1,0,-6,-6,-6,-6,2,2,6,1,1,2,5,1,-9,5,0,5,0,3,1,4,-12,-12,-12,-12,7,7006,70060044,1,1,-14,2,7,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,3,2,2,3,96,0,1312047,2,1,4,1,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70060044,1,7,7006,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3022,3022182209,68.3432226778866
652009,3,192209,1,1,3,2,2,30,1,1,2,1,2,2,0,-6,-6,-6,-6,2,2,3,2,-8,2,5,2,1,5,2,3,0,2,2,4,-12,-12,-12,-12,7,7089,70890001,2,1,-14,1,-16,999,2,2,2,2,2,2,2,2,8,6,200,1,2,999,2,-18,-18,2,2,2,2,96,0,1217001,1,1,4,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,6,1,1,5,6,888,8,3,-33,-33,-33,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,1032,1032192209,58.68158698675
653608,3,232208,1,1,3,2,2,48,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,2,2,-8,2,1,2,1,4,1,3,0,2,2,4,-12,-12,-12,-12,7,7054,70540001,1,1,-14,2,6,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,1,1,96,0,1217001,2,1,4,1,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70540001,1,7,7054,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,5,2000,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1032,1032232208,13.4771113752102
653909,3,192209,1,1,3,2,1,40,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,1,2,-8,2,1,1,-9,4,2,2,0,1,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,4,1,1217001,6,2,-20,-20,2,-22,5,1,5,1,1,2,37,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1032,1032192209,17.90044269675
680209,3,192209,1,1,3,2,2,42,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,1,2,1,5,0,5,0,2,2,4,-12,-12,-12,-12,7,7089,70890001,2,1,-14,1,-16,421,1,2,2,2,2,2,2,2,8,6,2500,1,4,461,2,-18,-18,2,2,2,1,2,4,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,4,1,1,5,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,2,2016,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,421,1,2,2,2,2,2,2,2,2,8,6,2500,1,2,1,461,2,2,-45,2, ,1032,1032192209,14.600203363158
704809,3,192209,1,3,2,3,2,50,1,1,2,1,2,1,0,-6,-6,-6,-6,2,2,4,1,1,2,5,2,1,4,0,4,0,2,2,4,-12,-12,-12,-12,7,7006,70060044,1,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,3,2,2,99,96,0,1312047,2,1,4,1,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70060044,1,7,7006,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3023,3023192209,16.4702108635
714208,3,212208,1,4,1,2,1,30,2,1,1,-4,2,5,3,1,1,96,0,1,1,3,2,-8,1,1,1,-9,5,3,2,0,1,1,2,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,531,1,2,1,1,2,1,2,2,24,7,7000,4,5,481,1,99,96,1,2,2,1,2,6,-19,1,2,-20,-20,1,4,-23,1,4,-24,-24,-24,-24,2,-27,999999997,97,97,99997,2,1,7,2,-29,-29,-29,888,8,2,-33,-33,-33,1,999,99,2,3,9997,97,9997,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,4012,4012212208,48.2392913799477
728509,3,222209,1,3,2,2,2,28,1,1,2,1,2,1,0,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,4,2,2,0,1,2,4,-12,-12,-12,-12,7,7007,70070104,1,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,3,96,0,1312047,2,1,4,1,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70070104,1,7,7007,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3022,3022222209,11.9783346526574
740209,3,182209,1,4,1,2,1,36,2,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-9,2,0,2,0,1,1,2,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,521,6,2,2,2,2,2,2,2,8,7,3500,4,3,812,2,-18,-18,2,2,2,1,96,3,1705099,8,1,1,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,270110160,1,27,27011,1,1,8,1,1,15,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,9,2022,2,-37,1,2,2,-39,2,-40,-40,1,2,-42,270110160,1,27,27011,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,4012,4012182209,25.0835968155129
745608,3,252208,1,1,3,2,2,35,1,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,2,-8,2,5,2,1,5,1,4,0,1,2,4,-12,-12,-12,-12,7,7087,70870001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,3,96,1,1217001,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032252208,24.708036626
746708,3,252208,1,1,3,2,2,32,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,5,2,1,4,2,2,0,2,2,4,-12,-12,-12,-12,7,7040,70400001,2,1,-14,1,-16,421,1,2,2,2,2,2,2,2,8,6,3000,1,5,463,2,-18,-18,2,2,2,3,96,2,1217001,2,1,5,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70400001,2,7,7040,1,1,6,1,1,5,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,2017,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70400001,2,7,7040,421,1,2,2,2,2,2,2,2,2,8,6,3000,1,5,1,463,2,2,-45,2, ,1032,1032252208,6.1770091565
747909,3,232209,1,1,3,2,2,39,1,1,2,1,2,1,1,1,4,96,1,2,2,1,3,-8,2,2,1,-9,2,1,1,0,1,1,4,-12,-12,-12,-12,7,7089,70890001,2,1,-14,1,-16,961,1,1,2,2,2,2,2,2,8,6,200,1,2,814,2,-18,-18,2,2,2,2,96,1,1217001,2,2,-20,-20,2,-22,1,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,5,1,1,5,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,9,2005,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,961,1,2,1,2,2,2,2,2,2,8,6,200,1,2,1,814,2,2,-45,2, ,1032,1032232209,24.5295103187525
769008,3,252208,1,1,3,2,2,46,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,1,2,1,6,2,4,0,3,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,3,96,2,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,3,2012,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1032,1032252208,17.91332655385
771509,3,232209,1,1,3,2,1,37,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,2,2,-8,2,1,1,-9,5,1,4,0,2,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,3,96,2,2,2,1,96,1,1217001,5,2,-20,-20,2,-22,5,1,5,1,2,2,27,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1032,1032232209,23.6948056206197
778109,3,232209,1,1,3,2,2,35,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,1,2,1,5,2,3,0,2,2,4,-12,-12,-12,-12,7,7089,70890001,2,1,-14,1,-16,999,6,2,2,2,2,2,2,2,8,6,400,1,2,999,2,-18,-18,1,2,2,6,96,0,1217001,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,1,4,1,1,5,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,999,6,-44,2,2,2,2,2,2,2,8,6,400,1,2,1,999,2,2,-45,2, ,1032,1032232209,24.5295103187525
800809,3,232209,1,3,3,3,2,58,1,1,2,1,2,1,0,-6,-6,-6,-6,2,2,5,1,1,2,5,2,1,3,0,3,0,2,2,4,-12,-12,-12,-12,7,7006,70060044,1,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,3,2,2,3,96,0,1312047,2,2,-20,-20,1,4,-23,2,4,-24,-24,-24,-24,2,-27,70060044,1,7,7006,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3033,3033232209,7.75068788640949
839609,3,242209,1,1,3,3,2,29,1,1,2,1,2,2,2,1,4,96,0,2,2,3,3,-8,2,5,2,1,4,2,2,0,1,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1217001,2,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,2016,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1033,1033242209,35.6775884484729
845208,3,282208,1,1,3,2,2,25,1,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,2,1,4,1,3,0,2,2,1,9,920,2,2,-13,-13,-13,-13,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,1,1217001,2,2,-20,-20,1,4,-23,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032282208,22.6261557223551
845408,3,282208,1,1,3,2,1,28,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,1,1,-9,3,1,2,0,1,1,1,12,1213,2,2,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,1,4,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,1,1,1,1,4,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,2,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70870011,-43,1,7,7087,611,2,2,2,2,2,2,2,2,2,8,6,2500,1,4,1,111,2,2,-45,2, ,1032,1032282208,21.8562195011785
845709,3,242209,1,1,3,3,2,24,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,1,2,1,6,2,4,0,2,2,4,-12,-12,-12,-12,7,7087,70870001,2,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,4,96,0,1217001,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,1,5,1,1,2,6,888,8,2,-33,-33,-33,1,996,96,-35,-35,2020,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70870001,2,7,7087,961,1,2,1,2,1,2,2,2,2,8,6,300,1,2,1,814,1,2,-45,2, ,1033,1033242209,35.6775884484729
846408,3,282208,1,1,3,2,2,35,1,1,2,1,2,2,0,-6,-6,-6,-6,2,2,6,1,1,2,1,2,1,5,1,4,0,2,2,4,-12,-12,-12,-12,7,7087,70870001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,3,1,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032282208,22.6261557223551
847408,3,282208,1,1,3,2,2,38,1,1,2,1,2,2,2,1,1,96,2,2,2,6,1,1,2,1,2,1,5,2,3,0,1,2,4,-12,-12,-12,-12,7,7015,70150001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,3,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70150001,2,7,7015,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032282208,22.6261557223551
849709,3,242209,1,1,3,3,2,37,1,1,2,1,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,5,2,1,4,1,3,0,1,2,4,-12,-12,-12,-12,16,16016,160160001,1,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1217001,2,1,5,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,160160001,1,16,16016,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,4,2020,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1033,1033242209,35.6775884484729
854808,3,282208,1,1,3,2,2,49,1,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,2,2,-8,2,1,2,1,4,0,4,0,2,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,4,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032282208,22.6261557223551
891008,3,292208,1,1,3,3,2,48,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,5,2,1,6,2,4,0,2,2,4,-12,-12,-12,-12,7,7087,70870001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,6,96,1,1217001,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,5,2022,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1033,1033292208,30.9695257825117
907808,3,292208,1,1,3,3,2,56,1,1,2,1,2,2,2,1,1,96,1,2,2,6,1,1,2,5,2,1,4,1,3,0,1,2,4,-12,-12,-12,-12,7,7054,70540001,1,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,3,96,1,1217001,2,2,-20,-20,1,5,-23,1,4,-24,-24,-24,-24,2,-27,70540001,1,7,7054,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,2002,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1033,1033292208,30.9695257825117
942108,3,312208,1,1,3,3,2,45,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,5,2,1,5,1,4,0,1,2,4,-12,-12,-12,-12,7,7040,70400001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,2,2,2,3,96,2,1217001,2,1,5,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70400001,2,7,7040,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,4,2007,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1033,1033312208,31.4465917764739
943708,3,312208,1,1,3,3,1,29,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,2,3,-8,2,6,2,2,4,99,99,99,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,511,2,2,2,2,2,2,2,2,8,6,250,2,5,722,2,-18,-18,1,2,2,1,4,1,1217001,5,2,-20,-20,1,6,-23,1,5,1,2,2,36,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033312208,31.8230095845689
