folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,filtro,estrato,upm,ponfin3
720609,3,192209,1,3,3,2,2,22,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,2,1,1,2,6,2,2,6,0,6,0,5,2,1,13,1329,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,2,-28,-28,-28,-28,-28,2,5,5,-33,-33,-33,4,3,5,2,5,2020,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,961,2,2,1,1,2,2,2,2,2,8,6,350,1,2,1,814,2,2,-45,2,1,3032,3032192209,38.5652823109506
733909,3,222209,1,3,3,3,1,45,2,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,4,1,-9,1,-10,-10,-10,-10,-10,1,13,1312,1,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,8,1,2,-30,-30,2,5,6,-33,-33,-33,4,3,5,2,5,2019,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,999,2,2,1,1,2,2,2,2,2,8,6,350,1,2,1,999,2,2,-45,2, ,3033,3033222209,45.9389151197348
734109,3,222209,1,3,3,3,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,1,1,1,2,6,2,2,6,0,6,0,6,2,1,13,1324,1,1,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,999999999,-26,99,7,7002,2,1,8,1,1,2,6,2,5,5,-33,-33,-33,4,3,5,2,5,2019,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7002,611,2,2,1,1,2,2,2,2,2,8,6,450,1,2,1,111,2,2,-45,2,1,3033,3033222209,45.9389151197348
734809,3,222209,1,3,3,3,1,27,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,5,1,-9,4,1,3,0,2,1,1,13,1311,1,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,5,1,1,2,29,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,2,3,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3033,3033222209,45.9389151197348
740409,3,182209,1,4,1,2,1,42,2,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,3,1,-9,3,1,2,0,1,1,2,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,999,6,2,2,2,2,2,2,2,7,6,1200,4,2,999,2,-18,-18,2,2,2,1,96,7,1705099,1,2,-20,-20,2,-22,1,2,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,2,3,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,4012,4012182209,238.294166259371
740709,3,202209,1,3,2,2,1,26,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,0,0,2,2,6,2,2,5,0,5,0,5,2,1,13,1306,1,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,4,1,1,3,6,2,5,9,-33,-33,-33,4,3,5,2,5,2019,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,999,2,2,1,1,2,2,2,2,2,8,6,300,1,2,1,999,2,2,-45,2,1,3022,3022202209,85.95745483679
743009,3,202209,1,3,2,2,1,24,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,5,1,1,2,6,2,2,4,0,4,0,3,2,1,2,203,1,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,999999999,-26,99,7,7006,2,1,99,1,1,2,6,2,5,8,-33,-33,-33,4,3,5,2,5,2019,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7006,611,2,2,1,1,2,2,2,2,2,8,6,400,1,2,1,111,2,2,-45,2,1,3022,3022202209,10.7446813728399
764708,3,252208,1,1,3,2,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,6,1,5,0,3,2,1,9,921,2,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,1,2,-20,-20,1,2,-23,1,4,-24,-24,-24,-24,1,70890759,-26,1,7,7089,1,1,1,1,1,3,6,2,5,18,-33,-33,-33,6,6,5,2,5,2019,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70890759,-43,1,7,7089,612,1,2,1,1,1,2,2,2,2,8,6,3500,1,5,1,112,2,2,-45,2,1,1032,1032252208,5.96681423225
799708,3,272208,1,3,3,2,1,16,1,1,1,-4,2,3,0,-6,-6,-6,-6,1,1,3,1,1,2,6,2,2,7,2,5,0,3,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340045,1,7,7034,2,1,2,1,2,-30,-30,2,5,8,-33,-33,-33,3,2,5,2,5,2020,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340045,1,7,7034,712,2,2,1,2,2,2,2,2,2,8,6,1900,1,3,1,236,1,2,-45,2,1,3032,3032272208,22.0624129499033
801808,3,272208,1,3,3,2,1,17,1,1,1,-4,2,2,0,-6,-6,-6,-6,1,1,3,1,1,2,6,2,2,5,3,2,0,1,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70340047,-26,1,7,7034,2,1,1,2,-29,-29,-29,2,5,4,-33,-33,-33,2,2,5,2,5,2022,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70340052,-43,1,7,7034,611,2,2,1,2,2,2,2,2,2,8,6,150,1,2,1,111,1,2,-45,2,1,3032,3032272208,4.7276600096
804209,3,222209,1,3,3,3,2,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,1,6,2,2,4,0,4,0,3,2,1,13,1307,1,2,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,8,1,2,-30,-30,2,5,6,-33,-33,-33,4,3,5,2,5,2020,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,999,2,2,1,1,2,2,2,2,2,8,6,450,1,2,1,999,2,2,-45,2,1,3033,3033222209,51.2134031517365
804808,3,272208,1,3,3,2,1,20,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,6,2,2,5,1,4,0,2,2,1,13,1305,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70990001,1,7,7099,2,1,2,2,-29,-29,-29,2,5,12,-33,-33,-33,3,2,5,2,5,2020,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70990001,1,7,7099,712,1,2,1,2,2,2,2,2,2,8,6,1500,1,3,1,236,1,2,-45,2,1,3032,3032272208,14.1829800288
805308,3,272208,1,3,3,2,2,23,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,6,2,2,7,3,4,0,3,2,1,13,1312,2,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70340398,-26,1,7,7034,2,1,1,1,1,1,6,2,5,21,-33,-33,-33,3,2,5,2,5,2019,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70340398,-43,1,7,7034,611,2,2,1,1,2,2,2,2,2,8,6,180,1,2,1,111,2,2,-45,2,1,3032,3032272208,5.27046747632
808008,3,272208,1,3,3,2,1,17,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,1,1,2,6,2,2,7,3,4,0,3,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70990347,-26,1,7,7099,2,1,1,1,1,1,6,2,5,12,-33,-33,-33,3,2,5,2,5,2020,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70340052,-43,1,7,7034,611,2,2,1,1,2,2,2,2,2,8,6,160,1,2,1,111,1,2,-45,2,1,3032,3032272208,4.7276600096
830808,3,282208,1,1,3,2,1,26,1,1,1,-4,2,2,1,3,-7,-7,-7,2,2,3,2,-8,2,6,2,2,5,2,3,0,2,2,1,9,920,2,2,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,1,1217001,1,1,1,1,-21,-21,-21,1,4,-24,-24,-24,-24,1,999999999,-26,99,7,7087,1,1,1,1,1,2,6,2,5,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,1032,1032282208,21.8562195011785
856008,3,282208,1,1,3,2,1,23,1,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-9,6,3,3,0,2,1,1,9,917,2,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,2,1,1217001,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,1,70870156,-26,1,7,7087,2,1,1,1,1,1,6,2,5,18,-33,-33,-33,6,2,5,2,5,2019,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70870156,-43,1,7,7087,611,2,2,1,1,2,2,2,2,2,8,6,1600,1,3,1,111,2,2,-45,2,1,1032,1032282208,21.8562195011785
867808,3,282208,1,3,2,3,1,45,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,5,1,-9,4,1,3,0,1,1,1,12,1227,1,1,-13,-13,-13,-13,1,-14,1,-16,411,6,2,2,2,2,2,2,2,8,6,800,3,3,463,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70340239,1,7,7034,2,1,4,2,-29,-29,-29,2,2,999,999,99,99,99,999,99,999,99,2022,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,3023,3023282208,131.584677130658
876209,3,242209,1,3,3,2,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,0,0,2,2,6,2,2,6,0,6,0,6,2,1,13,1323,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,999999999,-26,99,7,7006,2,1,8,1,1,3,6,2,5,6,-33,-33,-33,4,3,5,2,5,2019,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70691504,1,7,7069,611,2,2,1,1,2,2,2,2,2,8,6,350,1,2,1,111,1,1,0,2,1,3032,3032242209,5.15088450160614
876308,3,282208,1,3,2,3,1,28,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,6,1,-9,3,1,2,0,1,1,1,13,1316,99,1,-13,-13,-13,-13,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,5,2,-20,-20,2,-22,2,2,5,1,1,2,41,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,2,3,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,3023,3023282208,32.8961696038371
890809,3,252209,1,2,6,3,2,42,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,0,0,2,2,5,2,1,9,2,7,0,4,2,1,12,1215,1,1,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,2,0,1215013,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,4,1,1,20,6,2,2,888,20,6,3,-34,-34,-34,2,2,2002,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,999,6,-44,1,1,2,2,2,2,2,8,3,200,1,2,98,999,2,2,-45,2,1,2063,2063252209,139.367747138449
906909,3,252209,1,3,3,2,1,40,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,6,2,6,5,2,3,0,2,2,1,13,1311,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,3,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,1,5,1,2,2,53,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,2,3,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3032,3032252209,4.7276600096
914808,3,302208,1,3,3,2,2,24,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,6,2,2,6,3,3,0,3,1,1,13,1312,1,1,-13,-13,-13,-13,1,-14,1,-16,751,1,1,2,2,2,2,2,2,8,6,400,3,5,311,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,1,2,4,-24,-24,-24,-24,2,-27,70340014,1,7,7034,2,1,4,1,1,2,6,2,5,12,-33,-33,-33,3,8,3,2,5,2018,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340014,1,7,7034,751,1,2,1,2,2,2,2,2,2,8,6,2300,1,5,1,311,2,2,-45,2,1,3032,3032302208,42.16373981056
915008,3,302208,1,3,3,2,1,16,1,1,1,-4,2,3,0,-6,-6,-6,-6,1,1,3,1,1,2,6,2,2,7,3,4,0,2,2,1,21,2101,1,1,-13,-13,-13,-13,1,-14,1,-16,712,1,2,2,2,2,2,2,2,8,6,400,3,3,236,2,-18,-18,3,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,4,2,4,-24,-24,-24,-24,2,-27,70990001,1,7,7099,2,1,1,1,2,-30,-30,2,5,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3032,3032302208,113.4638402304
916108,3,302208,1,3,3,2,2,38,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,2,1,1,2,2,1,-9,4,1,3,0,2,1,1,13,1312,1,1,-13,-13,-13,-13,1,-14,1,-16,961,2,1,2,2,2,2,2,2,5,5,65,3,2,814,2,-18,-18,1,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,4,1,4,-24,-24,-24,-24,2,-27,70190001,2,7,7019,1,1,5,1,2,-30,-30,2,6,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3032,3032302208,163.38449176592
917608,3,302208,1,3,3,2,1,18,1,1,1,-4,2,2,0,-6,-6,-6,-6,1,1,4,1,1,2,6,2,2,7,99,99,99,2,1,1,13,1312,1,1,-13,-13,-13,-13,1,-14,1,-16,712,1,2,2,2,2,2,2,2,8,6,400,3,3,236,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340045,1,7,7034,2,1,2,1,1,998,98,2,5,8,-33,-33,-33,2,3,5,2,5,2020,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340045,1,7,7034,712,1,2,1,2,2,2,2,2,2,8,6,1800,1,3,1,236,2,2,-45,2,1,3032,3032302208,89.8255401824
919908,3,292208,1,3,3,3,1,24,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,0,0,2,2,6,1,-9,3,0,2,1,1,1,1,13,1326,1,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,3,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,5,1,1,2,27,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,2,3,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3033,3033292208,52.0274346324786
920008,3,292208,1,3,3,3,1,34,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,2,1,1,2,6,1,-9,1,-10,-10,-10,-10,-10,1,13,1312,1,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,5,1,2,2,53,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,2,3,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3033,3033292208,52.0274346324786
923708,3,302208,1,3,3,2,1,35,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,1,1,2,1,1,-9,5,3,2,0,1,1,1,13,1312,1,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,3,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70340452,-26,1,7,7034,2,1,1,2,-29,-29,-29,2,5,18,-33,-33,-33,2,2,5,2,5,2014,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7034,524,2,2,1,2,2,2,2,2,2,8,6,170,1,2,1,814,2,2,-45,2,1,3032,3032302208,47.276600096
924808,3,302208,1,3,3,2,1,18,1,1,1,-4,2,3,0,-6,-6,-6,-6,1,1,3,1,1,2,6,2,2,6,3,3,0,2,1,1,13,1326,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70340052,-26,1,7,7034,2,2,-28,-28,-28,-28,-28,2,5,2,-33,-33,-33,1,2,5,2,5,2022,7,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70340052,-43,1,7,7034,611,2,2,1,1,2,2,2,2,2,8,6,180,1,2,1,111,2,2,-45,2,1,3032,3032302208,4.7276600096
926508,3,302208,1,3,3,2,1,45,1,1,1,-4,2,2,0,-6,-6,-6,-6,1,1,0,0,2,2,5,1,-9,3,0,3,0,3,1,1,13,1305,1,1,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70691504,-26,1,7,7069,2,1,8,1,2,-30,-30,2,5,9,-33,-33,-33,2,5,5,2,5,2016,3,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,71060948,-43,1,7,7106,611,2,2,1,1,2,2,2,2,2,8,6,250,1,2,1,111,2,2,-45,2,1,3032,3032302208,47.276600096
927608,3,302208,1,3,3,2,1,28,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,1,1,2,1,1,-9,4,2,2,0,1,1,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70300143,-26,1,7,7030,2,1,1,1,1,2,5,2,5,8,-33,-33,-33,3,2,5,2,5,2015,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7034,524,2,2,1,2,2,2,2,2,2,8,6,180,1,2,1,814,2,2,-45,2,1,3032,3032302208,4.7276600096
948109,3,272209,1,3,3,2,1,16,1,1,1,-4,2,2,0,-6,-6,-6,-6,1,1,4,1,1,2,6,2,2,6,3,3,0,2,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,999999999,-26,99,7,7034,1,1,1,1,2,-30,-30,2,5,8,-33,-33,-33,2,2,5,2,5,2020,7,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7034,999,2,2,1,1,2,2,2,2,2,8,6,180,1,2,1,999,2,2,-45,2,1,3032,3032272209,28.3659600576
948809,3,272209,1,3,3,2,1,18,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,6,2,2,7,3,4,0,2,1,1,13,1312,1,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,999999999,-26,99,7,7034,2,1,1,1,2,-30,-30,2,5,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3032,3032272209,4.7276600096
951209,3,272209,1,3,3,2,1,17,1,1,1,-4,2,2,0,-6,-6,-6,-6,1,1,0,0,2,2,6,2,2,9,4,4,1,3,2,1,13,1326,1,1,-13,-13,-13,-13,1,-14,1,-16,712,1,2,2,2,2,2,2,2,8,6,350,3,3,236,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70060038,1,7,7006,2,1,2,1,2,-30,-30,2,5,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3032,3032272209,4.7276600096
