folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,nivel,oficio_mx,filtro,estrato,upm,ponfin3
315110,52210,4,1,3,2,3,1,34,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,5,3,2,0,1,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,6,2,2,2,1,2,-19,70340053,1,7,7034,2,411,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1250,1,4,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,5,5,2,0,-43,2014,13,1,-44,-44,-44,-44,13,1311,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,4,1,3023,3023052210,12.1686456729185
314610,52210,4,1,3,2,3,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,1,1,-10,6,3,3,0,2,1,1,-12,-12,1,2021,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,3,2,3,2,1,3,999,99,1,2,-19,70340239,1,7,7034,2,411,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,10,3,2500,1,2,1,432,2,-24,-24,-24,-24,-24,-24,1,-29,4,2,3,2,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,1,3,-40,-40,-40,-40,999,99,999,0,-43,2021,1,1,-44,-44,-44,-44,8,805,9999999,99,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,4,1,3023,3023052210,12.1686456729185
312810,52210,4,1,3,2,3,1,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,9,5,9,5,1,3,3,3,1,2,-19,70190158,1,7,7019,1,834,1,2,1,2,1,2,2,2,2,-22,2,2,-23,2,2,2,2,10,6,3200,1,4,1,722,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,9,5,2,-31,-31,-31,-31,1,2,1,2,2,-34,2,-35,2,2,2,2,-36,1,2,2,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1306,1306010,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,7,1,3023,3023052210,12.1686456729185
311710,52210,4,1,3,2,3,1,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,5,1,-10,5,2,2,1,2,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,3,2,3,2,1,3,3,3,1,2,-19,70340239,1,7,7034,2,411,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,2000,1,2,1,463,2,-24,-24,-24,-24,-24,-24,1,-29,4,2,4,2,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,4,2,-40,-40,-40,-40,3,2,999,0,-43,2022,1,1,-44,-44,-44,-44,8,803,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,4,1,3023,3023052210,12.1686456729185
310210,52210,4,1,3,2,3,1,26,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,5,2,3,0,1,1,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,4,5,4,5,5,2,3,2,1,2,-19,70060038,1,7,7006,2,263,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,1500,1,4,1,811,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,4,5,2,0,-43,2016,13,1,-44,-44,-44,-44,13,1307,9999999,99,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,8,1,3023,3023052210,12.1686456729185
310110,52210,4,1,3,2,3,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,5,2,2,1,1,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,1,3,2,2,1,2,-19,70300001,1,7,7030,2,751,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1200,1,4,1,311,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,5,5,2,0,-43,2014,13,1,-44,-44,-44,-44,13,1304,9999999,99,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,2,1,3023,3023052210,12.1686456729185
315310,52210,4,1,3,2,3,1,41,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,5,2,2,1,1,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,922,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,230,1,2,1,236,2,-24,-24,-24,-24,-24,-24,2,1,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,5,5,2,0,-43,2016,13,1,-44,-44,-44,-44,13,1311,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3,1,3023,3023052210,12.1686456729185
315210,52210,4,1,3,2,3,1,24,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,1,1,-10,4,2,2,0,1,1,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,4,5,4,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,611,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,230,1,2,1,111,2,-24,-24,-24,-24,-24,-24,2,1,2,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,4,5,2,0,-43,2014,13,1,-44,-44,-44,-44,13,1303,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3023,3023052210,12.1686456729185
315010,52210,4,1,3,2,3,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,1,1,2,1,1,-10,6,2,3,1,2,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,5,6,5,1,3,3,2,1,2,-19,70340001,2,7,7034,2,411,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1300,1,4,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,5,1,5,-40,-40,-40,-40,6,5,1,0,-43,2016,13,1,-44,-44,-44,-44,13,1311,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,4,1,3023,3023052210,12.1686456729185
313210,52210,4,1,3,2,3,1,31,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,1,1,-10,5,2,3,0,1,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,411,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1350,1,4,1,463,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,5,5,2,0,-43,2014,13,1,-44,-44,-44,-44,13,1304,9999999,99,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,4,1,3023,3023052210,12.1686456729185
313110,52210,4,1,3,2,3,1,34,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,6,3,3,0,1,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,5,6,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,722,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1600,1,4,1,332,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,6,5,1,0,-43,2016,13,1,-44,-44,-44,-44,13,1304,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,2,1,3023,3023052210,12.1686456729185
312910,52210,4,1,3,2,3,1,31,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,1,1,-10,5,3,2,0,1,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,922,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,230,1,2,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,5,5,2,0,-43,2016,13,1,-44,-44,-44,-44,13,1304,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3,1,3023,3023052210,12.1686456729185
311610,52210,4,1,3,2,3,1,40,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,5,1,1,2,5,1,-10,6,0,5,1,2,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,9,5,8,5,2,3,1,5,1,2,-19,70780001,2,7,7078,1,998,1,2,1,2,1,1,2,2,2,-22,2,2,-23,2,2,2,2,9,6,2500,1,3,1,999,2,-24,-24,-24,-24,-24,-24,1,-29,3,3,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1306,1306001,2,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,99,1,3023,3023052210,12.1686456729185
310310,52210,4,1,3,2,3,1,25,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,1,2,-9,2,1,1,-10,6,3,3,0,1,1,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,4,5,4,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,922,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,250,1,2,1,236,2,-24,-24,-24,-24,-24,-24,2,1,2,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,4,5,2,0,-43,2015,13,1,-44,-44,-44,-44,13,1307,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,3,1,3023,3023052210,12.1686456729185
238110,32210,4,1,3,1,3,1,24,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,2,1,1,2,6,2,2,5,0,5,0,3,2,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,3,2,3,2,1,2,-19,70651400,1,7,7065,2,612,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,12,6,450,1,2,1,112,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,6,5,-40,-40,-40,-40,5,5,2,0,-43,2017,13,1,-44,-44,-44,-44,13,1324,1324036,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3013,3013032210,12.0812222748153
1225110,242210,4,1,3,1,2,1,31,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,1,1,-10,4,2,2,0,1,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,411,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1400,1,4,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,1,5,-40,-40,-40,-40,5,5,2,0,-43,2016,13,1,-44,-44,-44,-44,13,1312,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,4,1,3012,3012242210,12.0583088523
612310,122210,4,1,3,1,3,2,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,5,2,1,4,0,4,0,1,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,1,8,1,3,2,3,2,1,2,-19,70160121,1,7,7016,2,611,6,-21,1,1,2,2,2,2,2,99,2,2,2,2,2,2,2,8,6,2500,1,5,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,8,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,2,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3013,3013122210,11.9983898420928
611610,122210,4,1,3,1,3,2,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,2,6,1,1,2,5,1,-10,5,0,5,0,1,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,9,1,9,1,999,99,999,99,1,2,-19,70340239,1,7,7034,2,411,6,-21,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,8,6,2500,1,4,1,463,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,9,5,6,-42,-42,-42,0,-43,2022,1,1,-44,-44,-44,-44,13,1311,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,4,1,3013,3013122210,11.9983898420928
611310,122210,4,1,3,1,3,2,24,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,5,1,-10,5,0,5,0,2,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,1,8,1,3,2,1,3,1,2,-19,70340099,1,7,7034,2,611,6,-21,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,8,6,2500,1,4,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,8,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,999,99,6,-42,-42,-42,0,-43,2022,1,1,-44,-44,-44,-44,13,1312,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3013,3013122210,11.9983898420928
608110,122210,4,1,3,1,3,2,33,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,5,3,2,0,1,2,1,-12,-12,10,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,1,8,1,8,1,8,1,1,2,-19,70340239,1,7,7034,2,952,6,-21,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,8,6,200,1,2,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,7,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,888,88,-39,4,6,6,-42,-42,-42,0,-43,2010,13,1,-44,-44,-44,-44,13,1302,1302126,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,5,1,3013,3013122210,11.9983898420928
607910,122210,4,1,3,1,3,2,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,5,1,-10,6,3,3,0,2,2,1,-12,-12,10,2022,1,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,1,8,1,8,1,8,1,1,2,-19,70340239,1,7,7034,2,952,6,-21,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,8,6,200,1,2,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,8,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,888,88,-39,5,6,6,-42,-42,-42,0,-43,2012,13,1,-44,-44,-44,-44,13,1312,1312103,1,2,4,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,5,1,3013,3013122210,11.9983898420928
603610,122210,4,1,3,1,3,2,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,6,1,-10,7,3,4,0,2,2,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,4,5,4,5,2,2,2,2,1,2,-19,70340053,1,7,7034,2,411,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,800,1,3,1,311,2,-24,-24,-24,-24,-24,-24,1,-29,2,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312004,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,4,1,3013,3013122210,11.9983898420928
602310,122210,4,1,3,1,3,2,34,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,5,1,-10,5,3,2,0,1,1,1,-12,-12,10,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,1,7,1,7,1,7,1,1,2,-19,70340239,1,7,7034,2,952,6,-21,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,7,6,180,1,2,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,7,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,888,88,-39,4,6,6,-42,-42,-42,0,-43,2014,13,1,-44,-44,-44,-44,13,1312,1312129,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,5,1,3013,3013122210,11.9983898420928
602110,122210,4,1,3,1,3,2,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,1,1,2,5,1,-10,5,3,2,0,1,2,1,-12,-12,10,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,1,7,1,7,1,7,1,1,2,-19,70340239,1,7,7034,2,952,6,-21,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,7,6,180,1,2,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,7,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,888,88,-39,5,6,6,-42,-42,-42,0,-43,2012,13,1,-44,-44,-44,-44,13,1312,1312103,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,5,1,3013,3013122210,11.9983898420928
601710,122210,4,1,3,1,3,2,37,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,0,0,1,2,5,2,1,4,2,2,0,2,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,1,5,1,999,99,999,99,1,2,-19,70060001,1,7,7006,2,522,1,2,1,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,8,6,75,3,2,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,5,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,9,5,6,-42,-42,-42,0,-43,2022,1,1,-44,-44,-44,-44,13,1312,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,0,7,1,3013,3013122210,11.9983898420928
601110,122210,4,1,3,1,3,2,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,0,0,2,2,6,1,-10,1,-11,-11,-11,-11,-11,1,-12,-12,99,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,9,1,9,1,3,2,1,3,1,2,-19,70060044,1,7,7006,1,612,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,6,3000,1,4,1,112,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,9,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,6,5,6,-42,-42,-42,0,-43,2022,4,1,-44,-44,-44,-44,13,1312,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,0,1,1,3013,3013122210,11.9983898420928
598410,122210,4,1,3,1,3,2,25,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,1,6,2,2,6,2,4,0,2,2,1,-12,-12,10,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,1,8,1,8,1,8,1,1,2,-19,70340239,1,7,7034,2,411,1,2,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,8,6,2500,1,4,1,461,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,8,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,888,88,-39,2,6,6,-42,-42,-42,0,-43,2017,13,1,-44,-44,-44,-44,13,1312,1312171,1,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,4,1,3013,3013122210,11.9983898420928
598210,122210,4,1,3,1,3,2,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,6,2,2,7,3,4,0,2,2,1,-12,-12,10,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,9,1,9,1,9,1,9,1,1,2,-19,70340239,1,7,7034,2,411,1,2,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,9,6,2500,1,4,1,461,2,-24,-24,-24,-24,-24,-24,2,1,1,2,9,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,888,88,-39,3,6,6,-42,-42,-42,0,-43,2018,13,1,-44,-44,-44,-44,13,1312,1312004,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,4,1,3013,3013122210,11.9983898420928
612110,122210,4,1,3,1,3,2,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,4,1,1,2,5,1,-10,5,2,3,0,2,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,5,6,5,1,3,2,3,1,2,-19,70340001,2,7,7034,1,511,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,3500,1,4,1,722,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,6,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312103,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,7,1,3013,3013122210,11.9983898420928
