folio,unidad,trimestre,ciudad,punto,turno,p1,p2,p3a,p3n,p4,p5,p5_1,p6,p6_1,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p9_4_1,p9_4_2,p9_4_3,p9_4_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_4c,p11_4t,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p12_12,p12_13_1,p12_13_2,p12_14,p13,p14,p14_1,p15,p16,p16_1,p16_2,p17,p18,p18_1,p18_1_1,p18_1_2_1,p18_1_2_2,p19,p20,p20_1c,p20_1u,p20_2,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p22_1e,p22_1l,p22_1u,p22_2e,p22_2l,p22_2u,p23_0_1,p23_0_2,p23_0_3,p23_0_4,p23_0_5,p23_1,p23_2,p24e,p24m,p24l,p24u,p25_0_1,p25_0_2,p25_0_3,p25_0_4,p25_1,p26,p26_1_1,p26_1_2,p26_1_3,p26_1_4,p26_1_5,p26_1_6,p26_1_7,p26_2,p27_1,p27_1_1,p27_2,p27_1_2,p27_3,p27_1_3,p27_4,p27_1_4,p28,p29,p30e,p30m,p30l,p30u,p30_1c,p30_1t,p30_3,p30_4,p31,p32,p33c,p33t,p33_1c,p33_1u,p33_1_1,p34e,p34m,p34l,p34u,p34_1,p34_1_1,p34_2,p34_2_1_1,p34_2_1_2,p34_2_1_3,p34_2_1_4,p34_2_1_5,p34_2_1_6,p34_2_2,p34_2_3_1,p34_2_3_2,p34_2_3_3,p34_3_0_1,p34_3_0_2,p34_3_0_3,p34_3_0_4,p34_3_1_1,p34_3_1_2,p34_3_1_3,p34_3_1_4,p34_4c,p34_4t,p34_5_1,p34_5_2,p34_5_3,p34_5_4,p34_5_5,p34_5_6,p34_5_7,p34_6,p34_7,p34_8,p34_9,p34_10_1,p34_10_2,p34_10_3,p34_10_4,p34_10_5,p34_10_6,p34_10_7,p34_10_8,p34_11,p34_12,p34_12_1,p34_13,p34_14,p35,p36,p37,p38,p39m,p39a,p40,p41,p42,p43,p44,p45,p45_1,p45_2,p46,p47,p48,p48_1,p49,p50,p50_1,p51c,p51t,p52,p52_1,p52_2,p52_3,nivel,oficio_mx,filtro,estrato,upm,ponfin3
40011,112211,4,1,1,1,1,32,6,1,1,2,2,6,2,1,1,-2,5,3,2,0,1,1,1,1,1,1,1,2,2,1,2,13,1313,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,1,2,2,2,2,2,2,2,2,12,7,3000,4,3,111,1,2,2,96,1,5,2,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70120001,2,97,999999997,97,1,2,2,2,2,-20,-20,98,99998,999999998,98,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,45,2,5000,4,1,7,7001,999999997,97,4,1,3,1,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,1,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,8,50250001,2,-41,36,1,2,888,8,1,2,1,2,2,0,1,1011,1011112211,9.425584
40111,112211,4,1,1,1,1,23,0,0,1,2,2,6,2,5,1,-2,3,1,2,0,1,1,1,1,1,1,1,2,2,2,2,18,1801,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,6,2,2,2,2,2,2,2,2,8,6,200,4,2,111,1,2,1,96,2,5,2,1,1705099,2,-15,-15,1,3,0,-17,-17,-17,3,1,999999,99,4,1,2,2,2,2,2,9,90100001,2,97,999999997,97,2,2,2,2,2,-20,-20,9,9010,90100001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,4,2,9000,4,1,9,9010,90100001,2,5,4,1,1,2,2,2,2,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,7,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,8,50250001,1,1,97,1,1,777,7,1,2,1,1,0,0,1,1011,1011112211,9.425584
40211,112211,4,1,1,1,1,33,5,1,1,2,2,6,2,1,1,-2,4,0,4,0,1,1,1,1,1,0,1,2,2,1,2,5,510,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,1,2,2,2,2,2,2,2,2,8,6,300,4,2,111,1,2,1,96,1,5,2,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,1,2,2,11,110010001,2,1,10030001,2,1,1,2,2,2,-20,-20,97,99997,999999997,97,2,2,2,2,-21,1,1,1,2,2,2,2,2,1,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,26,2,3500,4,2,97,99997,999999997,97,5,1,1,1,2,2,2,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,8,50250001,2,-41,48,2,-42,888,8,1,2,1,2,1,0,1,1011,1011112211,9.425584
40311,112211,4,1,1,1,1,25,6,1,1,2,2,6,2,1,2,2,6,0,5,1,5,2,1,1,1,1,1,2,2,2,2,13,1309,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1,2,1,96,2,5,2,1,9999997,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,1,2,2,97,999999997,97,97,999999997,97,1,1,2,2,2,-20,-20,97,99997,999999997,97,1,1,2,2,6,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,1,3,20000,4,2,97,99997,999999997,97,5,1,2,1,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,3,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999997,2,-41,97,1,2,888,8,2,-43,1,2,2,0,1,1011,1011112211,9.425584
40411,112211,4,1,1,1,1,35,3,1,1,2,2,6,2,6,1,-2,1,-3,-3,-3,-3,-3,1,0,1,0,1,2,2,1,2,14,1409,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,6,2,2,2,2,2,2,2,2,7,6,250,4,2,111,1,2,2,96,2,5,2,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,1,2,2,2,28,280030001,2,30,300030001,2,2,2,2,2,2,-20,-20,30,30003,300030001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,5000,4,1,30,30003,300030001,2,4,1,1,1,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,3,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,6,50250001,1,3,27,1,1,3,6,1,2,1,2,1,0,1,1011,1011112211,9.425584
40611,112211,4,1,1,1,1,19,3,3,-1,2,2,6,2,6,1,-2,1,-3,-3,-3,-3,-3,1,0,1,0,2,2,2,2,2,1,101,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,521,6,2,2,2,2,2,2,2,2,8,5,1000,4,2,812,1,2,3,96,2,5,2,1,1217001,2,-15,-15,2,0,-16,-16,-16,-16,6,2,-19,-19,-19,1,2,2,2,2,2,30,300030001,2,21,210150031,2,1,1,2,2,2,-20,-20,30,30002,999999997,97,1,1,1,2,6,1,1,1,2,2,2,2,2,5,2,-23,2,-24,2,-25,2,-26,2,1,30,30002,999999997,97,1,5,521,812,2,1,3,5,200,1,2,4,4001,999999997,97,5,4,1,1,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,17,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,-32,2,-33,1,2019,1,2019,10,2022,0,-36,-36,-37,-37,-37,-37,-37,3,50250001,1,3,48,1,1,5,6,1,2,1,1,4,7,1,1011,1011112211,9.425584
40711,112211,4,1,1,1,1,47,6,1,1,2,2,6,2,6,1,-2,1,-3,-3,-3,-3,-3,0,0,1,0,1,2,2,1,2,16,1609,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1,2,1,96,1,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,28,280030001,2,15,151090003,2,2,2,2,2,2,-20,-20,27,27008,270080001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,5000,4,2,99,99999,999999999,99,4,2,1,1,2,2,2,2,2,2,-30,-30,-30,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,6,50250001,2,-41,48,2,-42,1,6,1,1,-44,-44,2,0,1,1011,1011112211,9.425584
40811,112211,4,1,1,1,1,27,5,1,1,2,2,6,2,1,1,-2,4,0,3,1,1,1,1,1,1,0,1,2,2,1,2,13,1305,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,6,2,2,2,2,2,2,2,2,8,6,150,4,2,111,1,2,2,96,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,27,270040001,2,7,70520001,2,2,2,2,2,2,-20,-20,32,32001,999999997,97,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,16,2,10000,4,1,99,99999,999999999,99,4,1,1,1,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,13,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,1,3,48,1,1,777,7,1,2,1,1,1,0,1,1011,1011112211,9.425584
40911,112211,4,1,1,1,1,35,4,1,1,2,2,6,2,2,2,2,5,1,4,0,2,2,1,0,1,0,2,2,2,2,2,18,1806,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,1,611,6,2,2,2,2,2,2,2,2,8,6,200,4,2,111,1,2,2,96,2,4,2,1,1705099,2,-15,-15,2,0,-16,-16,-16,-16,0,2,-19,-19,-19,2,2,2,2,2,2,7,70650001,2,27,270040001,2,1,1,2,2,2,-20,-20,7,7065,70650001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,1,5,3000,4,2,27,27008,270080001,2,4,4,2,1,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,-32,1,2,0,-34,0,-35,-35,-35,0,-36,-36,6,1,1,1,97,97,999999997,2,-41,97,2,-42,997,97,2,-43,1,2,1,0,1,1011,1011112211,9.425584
42311,112211,4,1,1,1,1,27,6,1,1,2,2,6,2,1,1,-2,7,3,4,0,3,1,1,1,1,1,1,2,2,2,2,18,1801,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,7,6,1150,4,3,111,2,2,2,1,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,2,1,2,2,2,2,30,300280037,2,30,300390001,2,2,2,2,2,2,-20,-20,30,30039,300390001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,22,2,16000,4,2,11,11007,110070001,2,5,1,2,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,7,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999997,2,-41,48,2,-42,7,6,1,2,1,2,2,0,1,1011,1011112211,9.425584
42411,112211,4,1,1,1,1,31,6,1,1,2,2,6,2,1,1,-2,5,3,2,0,2,1,0,1,5,1,1,2,2,2,2,13,1313,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,150,4,2,111,2,2,2,1,2,4,2,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,1,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,27,270170001,2,2,2,2,2,2,-20,-20,7,7065,70650001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,1,7,7089,70890001,2,45,5,922,236,1,1,45,2,3000,4,1,7,7089,70890001,2,4,1,3,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,2,2,-38,1,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,2,3,1,1011,1011112211,9.425584
42511,112211,4,1,1,1,1,19,2,2,-1,2,2,6,2,6,2,2,4,0,4,0,3,2,1,0,1,0,2,2,2,2,2,15,1501,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,922,2,2,2,2,2,2,2,2,2,8,6,300,4,2,236,2,2,1,96,2,5,2,1,1705099,2,-15,-15,2,0,-16,-16,-16,-16,6,2,-19,-19,-19,1,2,2,2,2,2,7,70650001,2,30,300280037,2,2,2,2,2,2,-20,-20,30,30193,301930001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,30,2,20000,4,2,30,30003,300030001,2,4,3,3,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,9,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,12,1,2,5,6,1,2,1,2,3,0,1,1011,1011112211,9.425584
42611,112211,4,1,1,1,1,35,6,1,1,2,2,6,2,1,1,-2,3,1,2,0,1,1,1,1,5,1,1,2,2,2,2,1,101,1,2,5,502,1,-8,-8,-8,-8,-8,-8,24,6,1,-10,1,-12,721,2,2,2,2,2,2,2,2,2,10,5,600,4,2,811,2,2,1,96,2,5,2,1,1705016,2,-15,-15,1,0,-16,-16,-16,-16,6,2,-19,-19,-19,2,2,1,2,2,2,27,270170001,2,30,300390001,2,2,2,2,2,2,-20,-20,27,27017,270170001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,4,1,4,2,3000,4,2,30,30039,300390001,2,4,1,2,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,3,2010,11,2022,4,2,5,-37,-37,-37,-37,-37,8,50250001,2,-41,54,1,1,5,6,1,1,-44,-44,2,0,1,1011,1011112211,9.425584
42711,112211,4,1,1,1,1,44,2,3,-1,2,2,6,2,1,1,-2,5,3,2,0,1,1,0,1,1,1,1,2,2,2,2,8,806,1,2,8,806,1,-8,-8,-8,-8,-8,-8,32,6,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,5,150,4,2,111,2,2,1,2,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,6,2,-19,-19,-19,1,2,2,2,2,2,7,70650001,2,27,270040001,2,2,2,2,2,2,-20,-20,27,27004,270040001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,1,27,27004,270040001,2,15,2,421,462,1,1,2,5,4500,4,1,30,30193,301930001,2,4,1,2,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,8,999999997,2,-41,24,2,-42,4,6,1,2,1,2,4,4,1,1011,1011112211,9.425584
42911,112211,4,1,1,1,1,20,3,2,-1,2,2,6,2,1,1,-2,7,2,5,0,3,2,1,1,1,1,1,2,2,2,2,5,504,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,2,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,1,2,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,2,2,2,2,2,2,27,270040001,2,30,300280037,2,2,2,2,2,2,-20,-20,27,27004,270040001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,30,2,999998,98,2,29,29005,290050001,2,5,2,2,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,7,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,51,1,2,888,8,1,2,1,2,3,0,1,1011,1011112211,9.425584
43211,112211,4,1,1,1,1,26,6,1,1,2,2,6,2,1,1,-2,3,1,2,0,1,1,1,1,1,1,1,2,2,2,2,13,1317,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,3,100,4,2,111,1,2,1,2,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,9,90140001,2,2,2,2,2,2,-20,-20,9,9014,90140001,2,2,2,2,2,-21,1,1,2,2,2,2,2,2,5,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,10,2,3000,4,2,15,15008,150080001,1,3,1,3,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,13,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999997,2,-41,48,1,2,888,8,1,2,1,2,2,0,1,1011,1011112211,9.425584
43311,112211,4,1,1,1,1,35,3,1,2,2,2,6,2,1,1,-2,6,4,2,0,1,1,1,1,1,1,1,2,2,2,2,10,1014,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,120,4,2,111,2,2,1,2,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,3,1,999999,99,99,1,2,2,2,2,2,27,270040001,2,32,320560001,2,2,2,2,2,2,-20,-20,15,15111,151110001,1,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,8,2,2500,4,2,5,5025,50250001,2,3,1,3,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,15,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,1,1,48,1,2,3,6,1,2,1,1,1,0,1,1011,1011112211,9.425584
43411,112211,4,1,1,1,1,40,6,1,1,2,2,6,2,5,1,-2,9,7,2,0,1,1,1,1,1,1,1,2,2,2,2,15,1513,1,2,2,208,1,-8,-8,-8,-8,-8,-8,15,6,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,10,6,400,4,2,111,2,2,1,2,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,6,2,-19,-19,-19,1,2,2,2,2,2,27,270040001,2,7,70890001,2,2,2,2,2,2,-20,-20,27,27004,270040001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,10,2,12000,4,2,30,30193,301930001,2,4,2,3,2,2,2,2,2,2,2,-30,-30,-30,1,2,1,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,4,2001,11,2022,5,2,5,-37,-37,-37,-37,-37,1,280270001,2,-41,51,2,-42,888,8,1,2,1,2,2,0,1,1011,1011112211,9.425584
43511,112211,4,1,1,1,1,25,3,3,-1,2,2,6,2,6,2,2,7,2,4,1,2,1,1,0,1,0,1,2,2,2,2,2,208,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,2500,4,3,111,2,2,2,96,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,1,2,-19,-19,-19,1,2,2,2,2,2,7,70650001,2,27,270040001,2,2,2,2,2,2,-20,-20,27,27004,270040001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,10,2,8000,4,2,30,30193,301930001,2,3,1,2,2,2,2,2,2,2,2,-30,-30,-30,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999997,2,-41,51,1,2,888,8,1,2,1,2,4,0,1,1011,1011112211,9.425584
100111,282211,4,1,1,1,1,36,6,1,1,2,2,6,2,1,1,-2,5,3,2,0,2,2,1,1,0,1,2,2,2,2,2,8,801,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,735,2,2,2,2,2,2,2,2,2,12,4,280,4,2,316,1,2,1,2,2,5,2,1,1215013,2,-15,-15,2,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,19,190390001,2,2,2,2,2,2,-20,-20,7,7089,70890001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,1,7,7089,70890001,2,2,5,922,236,1,1,2,5,2000,4,2,28,28032,280320001,2,3,1,1,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,22,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,8,280320001,2,-41,48,2,-42,3,6,1,2,1,2,2,3,1,1011,1011282211,9.471384
100211,282211,4,1,1,1,1,23,3,2,-1,2,2,6,2,6,1,-2,1,-3,-3,-3,-3,-3,1,0,1,0,1,2,2,2,2,14,1401,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,712,2,2,2,2,2,2,2,2,2,8,6,250,4,2,236,2,2,1,2,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,2,2,2,2,2,2,7,70650001,2,27,270050001,2,2,2,2,2,2,-20,-20,27,27004,270040001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,2,1,3,10000,4,2,27,27004,270040001,2,8,1,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,2,2,2,-31,-31,-31,-31,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,8,999999997,2,-41,97,2,-42,888,8,2,-43,1,2,3,0,1,1011,1011282211,9.471384
100311,282211,4,1,1,1,1,26,6,1,1,2,2,6,2,6,2,2,10,6,4,0,3,2,1,0,1,0,2,2,2,2,2,4,410,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,200,4,2,111,1,2,1,2,2,5,2,1,1705099,2,-15,-15,2,1,0,-17,-17,-17,0,2,-19,-19,-19,1,2,2,2,2,2,7,70650001,2,27,270070001,2,2,2,2,2,2,-20,-20,7,7065,70650001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,2,1,1,3,10000,4,1,7,7065,70650001,2,3,1,2,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,2,2020,11,2022,0,-36,-36,-37,-37,-37,-37,-37,8,50250001,2,-41,48,2,-42,888,8,2,-43,1,2,2,0,1,1011,1011282211,9.471384
